,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
56,56,56,SECTIONS,57. Grants by Central Government to Central Authority.,2
57,57,57,SECTIONS,58. Central Mental Health Authority Fund.,2
58,58,58,SECTIONS,59. Accounts and audit of Central Authority.,2
59,59,59,SECTIONS,60. Annual report of Central Authority.,2
60,60,60,SECTIONS,61. Grants by State Government.,2
61,61,61,SECTIONS,62. State Mental Health Authority Fund.,2
62,62,62,SECTIONS,63. Accounts and audit of State Authority.,2
63,63,63,SECTIONS,64. Annual report of State Authority.CHAPTER XMENTAL HEALTH ESTABLISHMENTS,2
64,64,64,SECTIONS,65. Registration of mental health establishment.,2
65,65,65,SECTIONS,"66. Procedure for registration, inspection and inquiry of mental health establishments.",2
66,66,66,SECTIONS,67. Audit of mental health establishment.,2
67,67,67,SECTIONS,68. Inspection and inquiry.3,2
68,68,68,SECTIONS,69. Appeal to High Court against order of Authority.,3
69,69,69,SECTIONS,"70. Certificates, fees and register of mental health establishments.",3
70,70,70,SECTIONS,71. Maintenance of register of mental health establishment in digital format.,3
71,71,71,SECTIONS,72. Duty of mental health establishment to display inf ormation.CHAPTER XI MENTAL HEALTH REVIEW BOARDS,3
72,72,72,SECTIONS,73. Constitution of Mental Health Review Boards.,3
73,73,73,SECTIONS,74. Composition of Board.,3
74,74,74,SECTIONS,75. Terms and conditions of service of chairperson and members of Board.,3
75,75,75,SECTIONS,76. Decisions of Authority and Board.,3
76,76,76,SECTIONS,77. Applications to Board.,3
77,77,77,SECTIONS,78. Proceedings before Board to be judicial proceedings.,3
78,78,78,SECTIONS,79. Meetings .,3
79,79,79,SECTIONS,80. Proceedings before Board.,3
80,80,80,SECTIONS,81. Central Authority to appoint Expert Committee to prepare guidance document.,3
81,81,81,SECTIONS,82. Powers and functions of Board.,3
82,82,82,SECTIONS,83. Appeal to High Court against order of Authority or Board.,3
83,83,83,SECTIONS,"84. Grants by Central Government.CHAPTER XIIADMISSION, TREATMENT AND DISCHARGE",3
84,84,84,SECTIONS,85. Admission of person with mental illness as independent patient in mental health establishment .,3
85,85,85,SECTIONS,86. Independent admission and treatment.,3
86,86,86,SECTIONS,87. Admission of minor.,3
87,87,87,SECTIONS,88. Discharge of independent patients.,3
88,88,88,SECTIONS,"89. Admission and treatment of persons with mental illness, with high support needs, in mental health establishment, up to thirty days (supported admission ).",3
89,89,89,SECTIONS,"90. Admission and treatment of persons with mental illness, with high support needs, in mental health es tablishment, beyond thirty days (supported admission beyond thirty days).",3
90,90,90,SECTIONS,91. Leave of absence.,3
91,91,91,SECTIONS,92. Absence without leave or discharge.,3
92,92,92,SECTIONS,93. Transfer of persons with mental illness from one mental health establishment to another mental health establishment.,3
93,93,93,SECTIONS,94. Emergency treatment.,3
94,94,94,SECTIONS,95. Prohibited procedures.,3
95,95,95,SECTIONS,96. Restriction on psychosurgery for persons with mental illness.,3
96,96,96,SECTIONS,97. Restraints and seclusion.,3
97,97,97,SECTIONS,98. Discharge planning.,3
98,98,98,SECTIONS,99. Research.CHAPTER XIIIRESPONSIBI LI TIES OF OTHER AGENCIES,3
99,99,99,SECTIONS,100. Duties of police officers in respect of persons with mental illness.,3
100,100,100,SECTIONS,101. Report to Magistrate of person with mental illness in private residence who is ill -treated orneglected.,3
101,101,101,SECTIONS,102. Conveying or admitting person with mental illness to mental health establishment byMagistrate.,3
102,102,102,SECTIONS,103. Prisoners with mental illness.,3
103,103,103,SECTIONS,104. Persons in custodial institutions.,3
104,104,104,SECTIONS,105. Question of mental illness in judicial process.CHAPTER XIVRESTRICTION TO DISCHARGE FUNCTIONS BY PROFESSIONALS NOT COVERED PROFESSION,3
105,105,105,SECTIONS,106. Restriction to discharge functions by professionals not covered by profession.4CHAPT ER XVOFFENCES AND PENALTIES,3
106,106,106,SECTIONS,107. Penalties for establishing or maintaining mental health establishment in contravention of provisions of this Act.,4
107,107,107,SECTIONS,108. Punishment for contravention of provisions of the Act or rules or regulations made thereunder.,4
108,108,108,SECTIONS,109. Of fences by companies.CHAPTER XVI,4
109,109,109,SECTIONS,110. Power to call for information.,4
110,110,110,SECTIONS,111. Power of Central Government to issue directions,4
111,111,111,SECTIONS,112. Power of Central Government to supersede Central Authority.,4
112,112,112,SECTIONS,113. Power of State Government to supersede State Authority.,4
113,113,113,SECTIONS,114. Special provisions for States in north -east and hill States.,4
114,114,114,SECTIONS,115. Presumption of severe stress in case of attempt to commit suicide.,4
115,115,115,SECTIONS,116. Bar of jurisdiction.,4
116,116,116,SECTIONS,117. Transitory provisions.,4
117,117,117,SECTIONS,"118. Chairperson, members and staff of Authority and Board to be public servants.",4
118,118,118,SECTIONS,119. Protection of action taken in good faith.,4
119,119,119,SECTIONS,120. Act to have overriding effect.,4
120,120,120,SECTIONS,121. Power of Central Government and State Governments to make rules.,4
121,121,121,SECTIONS,122. Power of Central Authority to make regulations.,4
122,122,122,SECTIONS,123. Power of State Authority to make regulations.,4
123,123,123,SECTIONS,124. Laying of rules and regulations.,4
124,124,124,SECTIONS,125. Power to remove difficulties.,4
125,125,125,SECTIONS,"126. Repeal and saving.5THE MENTAL HEALTHCARE ACT, 2017ACT NO. 10 OF 2017[7th April, 2017.]An Act to provide for mental healthcare and services for persons with mental illness and toprotect, promote and fulfil the rights of such persons during delivery of mental healthcare and services and for matters connected therewith or incidental thereto.WHEREAS the Convention on Rights of Persons with Disabilities and its Optional Protocol was adopted on the 13th December, 2006 at United Nations Headquarters in New York and came into force on the3rd",4
126,126,126,SECTIONS,"May, 2008;AND WHEREAS India has signed and ratified the said Convention on the 1st day of October, 2007;AND WHEREAS it is necessary to align and harmonise the existing laws with the said Convention.BE it enacted by Parliament in the Sixty -eighth Year of the Republic of India as follows: —CHAPTER I",4
127,127,127,SECTIONS,"1.. Short title, extent and commence ment. —(1)) This Act may be called the Mental Healthcare Act,2017.(2)) It shall extend to the whole of India.(3)) It shall come into force on such date1 as the Central Government may, by notification in the Official Gazette, appoint; or on the date of completion of the period of nine months from the date on which theMental Healthcare Act, 2017 receives the assent of the President.",5
128,128,128,SECTIONS,"2.. Definitions. —(1)) In this Act, unless the context otherwise requires, —(a)) “advance directive ” means an advance directive made by aperson under section 5;;(b)) “appropriate Government ” means, —(i)) in relation to amental health establishment established, owned or controlled by the Central Government or the Administrator of aUnion territory having no legislature, the CentralGovernment;(ii) in relation to amental health establishment , other than an establishment referred to insub-clause ( i)), established, owned or controlled within the",5
129,129,129,SECTIONS,"territory of —(A)) aState, the State Government;(B)) aUnion territory having legislature, the Government of that Union territory;(c)) “Authority ” means the Central Mental Health Authority or the State Mental Health Authority,as the case may be;(d)) “Board ” means the Mental Health Review Board constituted by the State Authority undersub-section ( 1)) of section 73 in such ma nner as may be prescribed;(e)) “care-giver ” means aperson who resides with aperson with mental illness and is responsible for providing care to that person and includes a",5
130,130,130,SECTIONS,"relative or any other person who performs this function,either free or with remune ration;(f)) “Central Authority ” means the Central Mental Health Authority constituted under section 33;",5
131,131,131,SECTIONS,"1.. 29th May, 2018, vide Notification No. S..O.. 2173(E)), dated 29 thMay 2018, see Gazette of India, Extraordinary,Part II, sec. 3(( ii).6((g)) “clinical psychologist ” means aperson —(i)) having arecognised qualification in Clinical Psychology from an institution approved andrecognised, by the Rehabilitation Council of India, constituted under section 3of the Rehabilitation Council of India Act, 1992 (34 of 1992) ; or(ii) having aPost-Graduate degree in Psychology or Clinical Psychology or Applied Psychology and aMaster of Philosophy in",5
132,132,132,SECTIONS,"Clinical Psychology or Medical and Social Psychology obtained after completion of afull time course of two years which includes supervised clinical training from any University recognised by the University Grants Commission es ta blished under the University Grants Commission Act, 1956 (3of 1956) and approved and recognised by the Rehabilitation Council of India Act, 1992 (34 of 1992) or such recognised qualifications as may be prescribed;(h)) “family ” means agroup of persons related by blood, adoption or marriage;(i)) “informed consent ”",5
133,133,133,SECTIONS,"means consent given for aspecific intervention, without any force, undueinfluence, fraud, threat, mistake or misrepresentation, and obtained after disclosing to aperson adequate information including risks and benefits of, and alternatives to, the spec ific intervention in alanguage and manner understood by the person;(j)) “least restrictive alternative ” or “least restrictive environment ” or “less restrictive option ”means offering an option for treatment or asetting for treatment which —(i)) meets the person'streatment needs; and(ii)",5
134,134,134,SECTIONS,"imposes the least restriction on the person'srights;(k)) “local authority ” means aMunicipal Corporation or Municipal Council, or Zilla Parishad, orNagar Panchayat, or Panchayat, by whatever name called, and includes such other authority or body having administrative control over the mental health establishment or empowered und er any law for the time being in force, to function as alocal authority in any city or town or village;(l)) “Magistrate ” means —(i)) in relation to ametropolitan area within the meaning of clause ( k)) of section 2of",5
135,135,135,SECTIONS,"the Code of Criminal Procedure, 1973 (2of 1974), aMetropolitan Magistrate;(ii) in relation to any other area, the Chief Judicial Magistrate, Sub -divisional Judicial Magistrate or such other Judicial Magistrate of the first class as the State Government may, by notification,empower to per for mthe functions of aMagistrate under this Act;(m)) “medical officer in charge ” in relation to any mental health establishment means the psychiatrist or medical practitioner who, for the time being, is in charge of that mental health establishment;(n))",5
136,136,136,SECTIONS,"“medical practitioner ” means aperson who possesses are cognised medical qualification —(i)) as defined in clause ( h)) of section 2of the Indian Medical Council Act, 1956 (102 of 1956),and whose name has been entered in the State Medical Register, as defined in clause ( k)) of thatsection; or(ii) as defined in clause ( h)) of sub -section ( 1)) of section 2of the India nMedicine Central CouncilAct, 1970 (48 of 1970), and whose name has been entered in aState Register of India nMedicine, as defined in clause ( j)) of sub -section ( 1)) of that",5
137,137,137,SECTIONS,"section; or(iii) as defined in clause ( g)) of sub -section ( 1)) of section 2of the Homoeopathy Central CouncilAct, 1973 (59 of 1973), and whose name has been entered in aState Register of Homoeopathy, as defined in clause ( i)) of sub-section ( 1)) of that section;(o)) “Mental healthcare ” includes analysis and diagnosis of aperson'smental condition and treatment as well as care and rehabilitation of such person for his mental illness or suspected mental illness;(p)) “mental health establishment ” means any health establishment, including",5
138,138,138,SECTIONS,"Ayurveda, Yoga andNaturopathy, Unani, Siddha and Homoeopathy establishment, by whatever name called, either wholly orpartly, meant for the care of persons with mental illness, established, owned, con trolled or maintained by7the appropriate Government, local authority, trust, whether private or public, corporation, co--operativesociety, organisation or any other entity or person, where persons with mental illness are admitted and reside at, or kept in,, for care, treatment, convalescence and rehabilitation, either temporarily orotherwise; and",5
139,139,139,SECTIONS,"includes any general hospital or general nursing home established or maintained by the appropriate Government, local authority, trust, whether private or public, corporation, co--operativesociety, organisation or any other entity or person; but does not include afamily residential place where aperson with mental illness resides with his relatives or friends;(q)) “mental health nurse ” means aperson with adiplom aor degree in general nursing or diploma or degree in psychiatric nursing recognised by the Nursing Council of India established",5
140,140,140,SECTIONS,"under the Nursing Council of India Act, 1947 (38 of 1947) and registered as such with the relevant nursing council in theState;(r)) “mental health professional ” means —(i)) apsychiatrist as defined in clause ( y)); or(ii) aprofessional registered with the concerned State Authority under section 55; or(iii) aprofessional having apost -graduate degree (Ayurveda) in Ma no Vigyan Avum ManasRoga or apost -graduate degree (Homoeopathy) in Psychiatry or apost -graduate degree (Unani) inMoalijat (Nafasiyatt) or apost -graduate degree (Siddha) in",5
141,141,141,SECTIONS,"Sirappu Maruthuvam;(s)) “mental illness ” means asubstantial disorder of thinking, mood, perception, orientation or memory that grossly impairs judgment, behaviour, capacity to recognise reality or ability to meet the ordinary demands of life, mental conditions associated with the abuse of alcohol and drugs, but does not include mental retard ation which is acondition of arrested or incomplete development of mind of aperson, specially characterised by sub normality of intelligence;(t)) “minor ” means aperson who has not completed the age of",5
142,142,142,SECTIONS,eighteen years;(u)) “notification ” means anotificati on published in the Official Gazette and the expression notify shall be construed accordingly;(v)) “prescribed ” means prescribed by rules made under this Act;(w)) “prisoner with mental illness ” means aperson with mental illness who is an under -trial or convicted of an of fence and detained in ajail or prison;(x)) “psychiatric social worker ” means aperson having apost -graduate degree in Social Work and aMaster of Philosophy in Psychiatric Social Work obtained after completion of afull,5
143,143,143,SECTIONS,"time course of two years which includes supervised clinical training from any University recognised by the University Grants Commission established under the University Grants Commission Act, 1956 (3of 1956) or suchrecognised qualifications, as may be prescribed;(y)) “psychiatrist ” means amedical practitioner possessing apost -graduate degree or diploma in psychiatry awarded by an university recognised by the University Grants Commission established under the University Grants Commission Act, 1956 (3of 1956), or award edor recognised by the",5
144,144,144,SECTIONS,"National Board of Examinations and included in the First Schedule to the India nMedical Council Act, 1956(102 of 1956), or recognised by the Medical Council of India, constituted under the India nMedical Council Act, 1956 an dincludes, in relation to any State, any medical officer who having regard to his knowledge and experience in psychiatry, has been declared by the Government of that State to be apsychiatrist for the purposes of this Act;(z)) “regulations ” means regulati on smade under this Act;(za) “relative ” means any person related to",5
145,145,145,SECTIONS,"the person with mental illness by blood, marriage oradoption;(zb) “State Authority ” means the State Mental Health Authority established under section 45.8((2)) The words and expressions used and not defined in this Act but defined in the India nMedical Council Act, 1956 (102 of 1956) or the India nMedicine Central Council Act, 1970 (48 of 1970) and not inconsistent with this Act shall have the meanings respectively assigned to them in thos eActs.CHAPTER IIMENTAL ILLNESS AND CAPACITY TO MAKE MENTAL HEALTHCARE AND TREATMENT DECISIONS",5
146,146,146,SECTIONS,"3.. Determination of mental illness .—(1)) Mental illness shall be determined in accordance with such nationally or internationally accepted medical standards (including the latest edition of the International Classification of Disease of the World Health Organisation) as may be notified by the Central Government.(2)) No person or authority shall classify aperson as aperson with mental illness, except for purp oses directly relating to the treatment of the mental illness or in other matters as covered under this Act or any other law for the time",8
147,147,147,SECTIONS,"being in force.(3)) Mental illness of aperson shall not be determined on the basis of, —(a)) political, economic or so cial status or membership of acultural, racial or religious group, or for any other reason not directly relevant to mental health status of the person;(b)) non -conformity with moral, social, cultural, work or political values or religious beliefs prevail ingin aperson'scommunity.(4)) Past treatment or hospitalisation in amental health establishment though relevant, shall not by itself justify any present or future",8
148,148,148,SECTIONS,determination of the person'smental illness.(5)) The determination of aperson'smental illness shall alone not imply or be taken to mean that the person is of unsound mind unless he has been declared as such by acompetent court.,8
149,149,149,SECTIONS,"4.. Capacity to make mental healthcare and treatment decisions .—(1)) Every person, including aperson with mental illness shall be deemed to have capacity to make decisions regarding his mental healthcare or treatment if such person has ability to —(a)) understand the information that is relevant to take adecision on the treatment or admission or personal assistance; or((b)) appreciate any reasonably foreseeable consequence of adecision or lack of decision on the treatment or admission or personal assistance; or(c)) communicate the decision under",8
150,150,150,SECTIONS,"sub -clause ( a)) by means of speech, expression, gesture or any other means.(2)) The information referred to in sub -section ( 1)) shall be given to aperson using simple language,which such person understands or in sign language or visual aids or any other means to enable him to understand the information.(3)) Where aperson makes adecision regarding his mental healthcare or treatment which is perceived by others as inappropriate or wrong, that by itself, shall not mean that the person does not have the capacity to make mental healthcare or",8
151,151,151,SECTIONS,"treatment decision, so long as the person has the capacity to make mental healthcare or treatment decision under sub -section ( 1)).CHAPTER IIIADVANCE DIRECTIVE",8
152,152,152,SECTIONS,"5.. Advance directive .—(1)) Every person, who is not aminor, shall have aright to make an advance directive in writing, specifying any or all of the following, namely: —(a)) the way the person wishes to be cared for and treated for amental illness;(b)) the way the person wishes not to be cared for and treated for amental illness;9((c)) the individual or individuals, in order of precedence, hewants to appoint as his nominated representative as provided under section 14.(2)) An advance directive under sub -section ( 1)) may be made by aperson",8
153,153,153,SECTIONS,"irrespective of his past mental illness or treatment for the same.(3)) An advance directive made under sub-section ( 1)), shall be invoked only when such person ceases to have capacity to make mental healthcare or treatment decisions and shall remain effective until such person regains capacity to make mental healthcare or treatment decisions.(4)) Any decision made by aperson while he has the capacity to make mental healthcare and treatment decisions shall over -ride any previously written advance directive by such person.(5)) Any advance directive made contrary to any law for the time being in force shall be abinitio void.",8
154,154,154,SECTIONS,6.. Manner of making advance directive .—An advance directive shall be made in the manner as maybe specified by the regulations made by the Central Authority.,9
155,155,155,SECTIONS,"7.. Maintenance of online registe r..—Subject to the provisions contained in clause ( a)) ofsub-section ( 1)) of section 82 , every Board shall maintain an online register of all advance directives registered with it and make them available to the concerned mental health professionals as and whenrequired.",9
156,156,156,SECTIONS,"8.. Revocation, amendment or cancellation of advance directive .—(1)) An advance directive made under section 6may be revoked, amended or cancelled by the person who made it at any time.(2)) The procedure for revoking, amending or cancelling an advance directive shall be the same as for making an advance directive under section 6..",9
157,157,157,SECTIONS,9.. Advance directive not to apply to emergency treatment .—The advance directive shall not apply to the emergency treatment given under section 94 to aperson who made the advance directive.,9
158,158,158,SECTIONS,"10. Duty to follow advance directive .—It shall be the duty of every medical officer in charge of amental health establishment and the psychiatrist in charge of aperson'streatment to propose or give treatment to aperson with mental illness, in accordance withhis valid advance directive, subject to section 11.",9
159,159,159,SECTIONS,"11. Power to review, alter, modify or cancel advance directive .—(1)) Where amental health professional or arelative or acare -giver of aperson desires not to follow an advance directive while treating aperson with mental illness, such mental health professional or the relative or the care -giver of the person shall make an application to the concerned Board to review, alter, modify or cancel the advance directive.(2)) Upon receipt of the applic at ion under sub -section ( 1)), the Board shall, after giving an opportunity of hearing to all",9
160,160,160,SECTIONS,"concerned parties (including the person whose advance directive is in question), eitheruphold, modify, alter or cancel the advance directive after taking into cons ideration the following,namely: —(a)) whether the advance directive was made by the person out of his own free will and free fromforce, undue influence or coercion; or(b)) whether the person intended the advance directive to apply to the present circumsta nces,which may be different from those anticipated; or(c)) whether the person was sufficiently well informed to make the decision;",9
161,161,161,SECTIONS,"or(d)) whether the person had capacity to make decisions relating to his mental healthcare or treatment when such advanced directive was made; or(e)) whether the content of the advance directive is contrary to other laws or constitutionalprovisions.10(3)) The person writing the advance directive and his nominated representative shall have aduty to ensure that the medical officer in charge of amental health establishment or amedical practitioner or amental health professional, as the case may be, has access to the advance directive when",9
162,162,162,SECTIONS,"required.(4)) The legal guardian shall have right to make an advance directive in wri ting in respect of aminor and all the provisions relating to advance directive, mutatis mutandis , shall apply to such minor till such time he attains majority.",9
163,163,163,SECTIONS,12. Review of advance directives. —(1)) The Central Authority shall regularly and periodically review the use of advance directives and make recommendations in respect thereof.(2)) The Central Authority in its review under sub -section ( 1)) shall give specific consideration to the procedure for making an advance directive and also examine whether the ex isting procedure protects the rights of persons with mental illness.(3)) The Central Authority may modify the procedure for making an advance directive or make additional regulations regarding the procedure for advance directive to protect the rights of pe rsons with mental illness.,10
164,164,164,SECTIONS,"13. Liability of medical health professional in relation to advance directive. —(1)) Amedical practitioner or amental health professional shall not be held liable for any unforeseen consequences on following avalid advance dire ctive.(2)) The medical practitioner or mental health professional shall not be held liable for not following avalid advance directive, if he has not been given acopy of the valid advance directive.CHAPTER IVNOMINATED REPRESENTATIVE",10
165,165,165,SECTIONS,"14. Appointment and revocation of nominated representative. —(1)) Notwithstanding anything contained in clause ( c)) of sub -section ( 1)) of section 5,, every person who is not aminor, shall have aright to appoint anominated representative.(2)) The nomination under sub -section ( 1)) shall be made in writing on plain paper with the person'ssignature or thumb impression of the person referred to in that sub -section.(3)) The person appointed as the nominated representative shall not be aminor, be competent to discharge the duties or perform the",10
166,166,166,SECTIONS,"functions assigned to him under this Act, and give his consent in writing to the mental health professional to discharge his duties and perform the functions assigned to him under this Act.(4)) Where no nominated representative is appointed by aperson under sub -section ( 1)), the following persons for the purposes of this Act in the order of precedence shall be deemed to be the nominated representative of aperson with mental illness, namely: —(a)) the individual appointed as the nominated represe ntative in the advance directive under clause ( c))",10
167,167,167,SECTIONS,"of sub -section ( 1)) of section 5;; or(b)) arelative, or if not available or not willing to be the nominated representative of such person;or(c)) acare -giver, or if not available or not willing to be the nominated representative of suchperson; or(d)) asuitable person appointed as such by the concerned Board; or(e)) if no such person is available to be appointed as anominated representative, the Board shall appoint the Director, Department of Social Welf are, or his designated representative, as the nominated representative of the person with",10
168,168,168,SECTIONS,"mental illness:Provided that aperson representing an organisation registered under the Societies Registration Act,1860 (21 of 1860) or any other law for the time being in force, working for persons with mental illness,11may temporarily be engaged by the mental health professional to discharge the duties of anominated representative pending appointment of anominated representative by the concerned Board.(5)) The re presentative of the organisation, referred to in the proviso to sub -section ( 4)), may make awritten application to the medical",10
169,169,169,SECTIONS,"officer in -charge of the mental health establishment or the psychiatristin-charge of the person'streatment, and such medical of ficer or psychiatrist, as the case may be, shall accept him as the temporary nominated representative, pending appointment of anominated representative by the concerned Board.(6)) Aperson who has appointed any person as his nominated representative under this section may revoke or alter such appointment at any time in accordance with the procedure laid down for making an appointment of nominated representative under",10
170,170,170,SECTIONS,"sub -section ( 1)).(7)) The Board may, if it is of the opinion that it is in the interest of the person with mental illness to do so, revoke an appointment made by it under this section, and appoint adifferent representative under this section.(8)) The appointment of anominated representative, or the inability of aperson with mental illness to appoint anominated representative, shall not be construed as the lack of capacity of the person to take decisions about his mental healthcare or treatment.(9)) All persons with mental illness shall have",10
171,171,171,SECTIONS,capacity to make mental healthcare or treatment decisions but may require varying levels of support from their nominated representative to makedecisions.,10
172,172,172,SECTIONS,"15. Nominated representative of minor .—(1)) Notwithstanding anything contained in section 14, incase of minors, the legal guardian shall be their nominated representative, unless the concerned Board orders otherwise under sub -section ( 2)).(2)) Where on an application made to the concerned Board, by amental health professional or any other person acting in the best interest of the minor, and on evide nce presented before it, the concerned Board is of the opinion that, —(a)) the legal guardian is not acting in the best interests of the minor; or(b))",11
173,173,173,SECTIONS,"the legal guardian is otherwise not fit to act as the nominated representative of the minor,it may appoint, any suitable individual who is willing to act as such, the nominated representative of the minor with mental illness:Provided that in case no individual is available for appointment as anominated representative, the Board shall appoint the Director in the Department of Social Welfare of the State in which such Board islocated, or his nominee, as the nominated representative of the minor with mental illness.",11
174,174,174,SECTIONS,"16. Revocation, alteration, etc., of nominated representative by Board .—The Board, on an application made to it by the person with mental illness, or by arelative of such person, or by the psychiatrist responsible for the care of such person, or by the medical officer in -charge of the mental health establishment where the individual is adm it ted or proposed to be admitted, may revoke, alter or modify the order made under clause ( e)) of sub -section ( 4)) of section 14 or under sub -section ( 2)) of section 15.",11
175,175,175,SECTIONS,"17. Duties of nominated representative .—While fulfilling his duties under this Act, the nominated representative shall —(a)) consider the current and past wishes, the life history, values, cultural background and the best interests of the person with mental illness;(b)) give particular credence to the views of the person with mental illness to the extent that the person understands the nature of the decisions under consideration;(c)) provide support to the person with mental illness in making treatment decisions under section 89 or section 90;12(d))",11
176,176,176,SECTIONS,have right to seek information on dia gnosis and treatment to provide adequate support to the person with mental illness;(e)) have access to the family or home based rehabilitation services as provided under clause ( c)) ofsub-section ( 4)) of section 18 on behalf of and for the benefit of the pe rson with mental illness;(f)) be involved in discharge planning under section 98;(g)) apply to the mental health establishment for admission under section 87 or section 89 or section 90;(h)) apply to the concerned Board on behalf of the person with mental,11
177,177,177,SECTIONS,illness for discharge under section 87 or section 89 or section 90;(i)) apply to the concerned Board against violation of rights of the person with mental illness in amental health establishment;(j)) appoint asuitable attendant under sub -section ( 5)) or sub-section ( 6)) of section 87;(k)) have the right to give or withhold consent for research under circumstances mentioned undersub-section ( 3)) of section 99.CHAPTER VRIGHTS OF PERSONS WITH MENTAL ILLNESS,11
178,178,178,SECTIONS,"18. Right to access mental health care.—(1)) Every person shall have aright to access mental healthcare and treatment from mental health services run or funded by the appropriate Government.(2)) The right to access mental healthcare and treatment shall mean mental health services of affordable cost, of go od quality, available in sufficient quantity, accessible geographically, without discrimination on the basis of gender, sex, sexual orientation, religion, culture, caste, social or politicalbeliefs, class, disability or any other basis and",12
