,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
10,10,10,SECTIONS,"the meaning of this clause; and(ii) the provisions of this Act shall, with necessary modifications (including modification for construing any reference to the commencement of this Act as areference to the date aforesaid),apply to such national waterway; ‟.",2
11,11,11,SECTIONS,"5.. Repeal of certain enactments and saving .—(1)) The following Acts, namely: —(a)) the National Waterway (Allahabad -Haldia Stretch of the Gang aBhagirathi -Hooghly River)Act, 1982 (49 of 1982);(b)) the National Waterway (Sadiya -Dhubri Stretch of Brahmaputra River) Act, 1988(40 of 1988);",2
12,12,12,SECTIONS,"1.. 12th April, 2016, vide notification No. S..O.. 1384 (E)), dated 11th April, 2016 , see Gazette of India, Part II, sec. 3((ii).3((c)) the National Waterway (Kollam -Kottapuram Stretch of West Coast Canal and Champakaraand Udyogmandal Canals) Act, 1992 (25 of 1992);(d)) the National Waterway (Talcher -Dhamra Stretch of Rivers, Geonkhali -Charbatia Stretch ofEast Coa stCanal, Charbatia -Dhamra Stretch of Mat ai River and Mahanadi Delta Rivers) Act, 2008(23 of 2008); and(e)) the National Waterway (Kakinada -Puducherry Stretch of Canals and the",2
13,13,13,SECTIONS,"Kaluvelly Tank,Bhadrachalam -Rajahmundry Stretch of River Godavari and Wazirabad -Vijayawada Stretch of RiverKrishna) Act, 2008 (24 of 2008),are hereby repealed.(2)) Notwithstanding such repeal, anything done or any action taken under the Acts referred to insub-section ( 1)), in so far as they are in conform itywith the provisions of this Act, shall be deemed to have been done or omitted to be done or taken or not taken under the provisions of this Act.4THE SCHEDULE(See section 2))Sl. No. National Waterways Limits of the National Waterways(1)) (2)) (3))",2
14,14,14,SECTIONS,"1.. National Waterway 1Allahabad -Haldia Stretch of the Gang a——Bhagirathi -HooghlyRivers with the following limits, namely: —From road bridge at Allahabad across the river Ganga, about2 kilometres upstream of the confluence of the rivers Gang aandYamuna at Triveni to the inland waterway limit on the tidal waters of the river Hooghly from aline drawn between No. 1Refuge house at the entrance to Baratola river commonly called channel creek, to aposition 2..5kilometres due south of Saugorlighthouse, and then connected to the right or south bank at the entrance to the Hijili or Russulpore river, through river Ganga,lock canal and feeder canal at Farakka, river Bhagirathi and riverHooghly.",4
15,15,15,SECTIONS,"2.. National Waterway 2Sadiya -Dhubri Stretch of Brahmaputra River with the followinglimits, namely: —From aline drawn across the Brahmaputra river from the point on the north bank of the Kundil river at its confluence with theBrahmaputra river near Sadiya to the beginning of the river is landMajuli and therefrom through all the channels of the Brahmaputrariver on either side of the river island Majuli up to the end of the river island Majuli and then up to the international border down stream of Dhubri.",4
16,16,16,SECTIONS,"3.. National Waterway 3Kollam -Kozhikode Stretch of West Coast Canal and Champakaraand Udyogmandal Canals with the following limits, namely: —The northern limit of the West Coast Canal shall be Kozhikode atLat 11°13 ‟39”N,, Lon 75°46 ‟44”Eand the southern limit shall be aline drawn across the Ashtamudi KayaI at adistance of 100metres south of Kollam jetty.The Champakara Canal starting from the confluence with the West Coast Canal and ending at the railway bridge (railwaysiding for Cochin Oil Refinery) near Fertilisers and ChemicalsTravancore",4
17,17,17,SECTIONS,"Limited, boat basin.The Udyogmandal Canal starting from the confluence with West Coast Canal and ending at the Padalarn road bridge(Eloor -Edayar).5((1)) (2)) (3))",4
18,18,18,SECTIONS,"4.. National Waterway 4Kakinada -Puducherry Stretch of Canals and the Kaluvelly Tank,Nashik -Bhadrachalam -Rajahmundry Stretch of River Godavariand Bridge near village Galagali -Wazirabad -Vijayawada Stretch of River Krishna with the following limits, namely: —Kakinada -Puducherry canal(Canal system consisting of Kakinada canal, Eluru canal,Commamur canal and North Bucking ham canal, portion of theCoovum river linking North and South Bucking ham canals,South Bucking ham canal and Kaluvelly tank)Northern limit: Aline drawn across the Kakinada",5
19,19,19,SECTIONS,"canal parallel to the Jagannadhapuram road bridge, Kakinada at adistance of500 metres down stream at Lat 16° 56‟ 24” N,, Lon 82° 14‟20”E;;Southern limit: Junction of East Coast Highway andChinnakalawari -Kanakachettikulam road at Kanakachettikulamwhich is the end point of the artificial canal link to Kaluvelly tan kat Lat 20° 0‟‟ 07” N,, Lon 79° 52‟ 12” E..River GodavariWestern limit: Road bridge on Mumbai -Agra Highway at Nashikacross river Godavari at Lat 20° 0‟‟ 07” N,, Lon 73° 48‟ 12” E;;Eastern limit: Sir Arthur Cotton barrage across river",5
20,20,20,SECTIONS,"Godavari atDowlaiswaram, Rajahmundry at Lat 16° 56‟ 05” N,, Lon 81° 45‟32” E..River KrishnaWestern limit: Bridge near village Galagali Lat 16°25‟ 28” N,,Lon 75°26‟19” E..Eastern limit: Prakasam barrage across river Krishna atVijayawada at Lat 16° 30‟ 18” N,, Lon 80° 36‟ 23” E..5..National Waterway 5Talcher -Dhamra Stretch of Brahmani -Kharsua -Tantighai -PanduaNala -Dudhei Nala -Kani Dhamra -river system, Geonkhali -Charbatia Stretch of East Coast Canal, Charbatia -Dhamra Stretch of Mat ai River and Mahanadi Delta Rivers with the followinglimits,",5
21,21,21,SECTIONS,"namely: —East Coast Canal and Mat ai river (Consisting of old Hijli tidalcanal, Orissa coast canal and Mat ai river)Northern limit: Confluence point of Hooghly river and Hijli tidal canal at Geonkhali at Lat 22°12‟ 20” N,, Lon 88° 03‟ 07” E;;Southern limit: Confluence of Mat ai river and Dhamra river nearDhamra Fishing harbour at Lat 20° 47‟ 42” N,, Lon 86° 53‟03” E..6((1)) (2)) (3))Brahmani -Kharsua -Dhamra river system (Consisting ofBrahmani -Kharsua -Tantighai -Pandua Nala -Dudhei Nala -Kani -Dhamra rivers)North -Western limit: Samal barrage",5
22,22,22,SECTIONS,"across river Brahmani,Talcher at Lat 21o 04‟ 26” N,, Lon 86o 08‟ 05” E;;South -Eastern limit: An imaginary line drawn across Dhamrariver at East Point of Kalibhanj Dian Reserved Forest nearChandnipal at Lat 20o46‟ 26” N,, Lon 86o 57‟ 15” E..Mahanadi delta rivers (Consisting of Hansua river, Atharabank iCreek, Nun anala, Gobri nala, Kharnasi river and Mahanadi river)(Alternate route -Hansua river enters into Bay of Ben gal through northern point of False point bay, then enters river Kharnasi at southern end of False point bay, river Atharabanki, a",5
23,23,23,SECTIONS,"nor the rnlydistributory of river Mahanadi)Northern limit: Confluence of Kharsua river with Brahmani rive rat Ramchandrapur at Lat 20o 36‟ 55”N,, Lon 86o 45‟ 05” E;;Southern limit: An imaginary line in continuation to the Northern break water structure across the entrance channel at Para dip Port at Lat 20o15‟ 38”N,, Long 86o‟ 40‟ 55” E..",5
24,24,24,SECTIONS,"6.. National Waterway 6Aai River:Upstream of Bridge at Adalguri No. 3at Lat 26o33‟32”N,, Lon90o34‟01”Eto confluence with Brahmaputra river at Lat26o12‟50”N,, Lon 90o36‟24”E((4..7km upstream of NaranarayanSetu at Jogighopa).",6
25,25,25,SECTIONS,"7.. National Waterway 7Ajoy (Ajay) River:Bridge on Morgram -Panagarh State Highway No. 14 atIllambazar Lat 23o36‟56”N,, Lon 87o31‟58”Eto confluence of river Ajoy with river Bhagirathi at Lat 23o39‟23”N,, Lon88o07‟57”Eat Katwa.",6
26,26,26,SECTIONS,"8.. National Waterway 8Alappuzha -Changanassery Canal :Boat Jetty, Alappuzha at Lat 9o30‟03”N,, Lon 76o20‟37”EtoChanganassery Jetty at Lat 9o26‟42”N,, Lon 76o31‟42”E..",6
27,27,27,SECTIONS,"9.. National Waterway 9Alappuzha -Kottayam Athirampuzha Canal :Boat Jetty, Alappuzha at Lat 9o30‟03”N,, Lon 76o20‟37”EtoAthirampuzha market Lat 9o40‟04”N,, Lon 76o31‟54”E..7((1)) (2)) (3))",6
28,28,28,SECTIONS,"10. National Waterway 10 Amba River :Arabian Sea, Dharamtaar creed near village Re vas at Lat18o50‟15”N,, Lon 72o56‟31”Eto aBridge near Nagothane STStand at Lat 18o32‟20”N,, Lon 73o08‟0””E..",7
29,29,29,SECTIONS,"11. National Waterway 11 Arunawati Aran River System :Bridge on State Highway No. 211 at Lat 20o13‟33”N,, Lon77o33‟23”Eto confluence of Arunawati and Aran rivers nearRatanapur village at Lat 19o59‟31”N,, Lon 78o09‟38”Eto confluence of Aran and Penganga rivers near Chimata village at Lat 19o54‟08”N,, Lon 78o12‟36”E..",7
30,30,30,SECTIONS,"12. National Waterway 12 Asi River :Ganga river confluence at As si Ghat , Varanasi at Lat25o17‟19”N,, Lon 83o 0‟‟25”Eto near Newada, Varanasi at Lat25o16‟37”N,, Lon 82o 58‟18”E..",7
31,31,31,SECTIONS,"13. National Waterway 13 AVM Canal :Poovar Beach at Lat 8o18‟30”N,, Lon 77o04‟45”EtoErayumanthurai Bus Stop at Lat 8o14‟54”N,, Lon 77o09‟34”E..",7
32,32,32,SECTIONS,"14. National Waterway 14 Baitarni River :Dattapur village at Lat 20o51‟45”N,, Lon 86o 33‟30”Eto confluence with Dhamra river near Laxmiprasad Dia at Lat20o45‟13” N,, Lon 86o 49‟15”E..",7
33,33,33,SECTIONS,"15. National Waterway 15 Bakreswar Mayurakshi River System :Bakreswar river from Nil Nirjan Dam at Lat 23o49‟31”N,, Lon87o24‟59”Eto confluence of Bakreswar and Mayurakshi rivers near Talgram village at Lat 23o 51‟58”N,, Lon 88o02‟21”E..Mayurakshi river from Talgram village to confluence withDwarka river near Dak shin Hijal village at Lat 23o 58‟22”N,, Lon88o09‟21”E..",7
34,34,34,SECTIONS,"16. National Waterway 16 Barak River :Lakhipur Ferry Ghat Lat 24o47‟18”N,, Lon 93o01‟16”Eto TukerGram Lat 24o52‟34”N,, Lon 92o29‟21”E..",7
35,35,35,SECTIONS,"17. National Waterway 17 Be as River :Talwara Barrage at Lat 31o57‟22”N,, Lon 75o53‟37”Eto confluence of Be as and Sutlej rivers near Harike at Lat31o09‟09”N,, Lon 74o58‟08”E..",7
36,36,36,SECTIONS,"18. National Waterway 18 Be ki River :Elenagamari Lat 26o38‟37”N,, Lon 90o59‟02”Eto Brahmaputraconfluence at Lat 26o14‟24”N,, Lon 90o47‟ 21”E..8((1)) (2)) (3))",7
37,37,37,SECTIONS,"19. National Waterway 19 Betwa River :Rirwa Buzurg Dariya at Lat 25o54‟17”N,, Lon 79o45‟06”Eto confluence of Betwa and Yamuna rivers near Merapur Dariavillage at Lat 25o55‟11”N,, Lon 80o13‟08”E..",8
38,38,38,SECTIONS,"20. National Waterway 20 Bhavani River :Bhavani Sagar Dam, Sathyamangalam at Lat 11o28‟16”N,, Lon77o06‟49”Eto confluence of Bhavani and Kaveri rivers at Kaveririver bridge on Sal em -Coimbatore Highway: “NationalHighway -47 Lat 11o25‟54”N,, Lon 77o41‟02”E..",8
39,39,39,SECTIONS,"21. National Waterway 21 Bheema River :Barrage ( approx 1km.. from Hippargi village) at Lat 17o09‟05”N,,Lon 76o46‟34”Eto confluence of Bheema and Krishna rivers atGundloor Lat 16o24‟28”N,, Lon 77o17‟13”E..",8
40,40,40,SECTIONS,"22. National Waterway 22 Birupa Bad iGenguti Brahmani River System :Birupa Barrage at Choudwar at Lat 20o30‟49”N,, Lon 85o55‟20”Eto Confluence of Birupa and Brahmani rivers near Upperkai Padavillage at Lat 20o37‟36”N,, Lon 86o24‟19”Eincluding alternative route from, Samaspur village Lat 20o35‟41”N,, Lon 86o06‟32”Eto near Kharagpur village Lat 20o38‟ 28”N,, Lon 86o17‟32”E..Bramani river from confluence of Birupa and Brhmani rivers nearUpperkai Pad avillage at Lat 20o37‟36”N,, Lon 86o24‟19”EtoBramani river at Ka tana Lat 20o39‟26”N,, Lon 86o44‟53”E..",8
41,41,41,SECTIONS,"23. National Waterway 23 Bud ha Balanga River :Barrage (approx 300m from Patalipura village) at Lat21o38‟13”N,, Lon 86o50‟53”Eto confluence of Bud ha Balangariver with Bay of Ben gal at Chandipur Fishing Port Lat21o28‟12”N,, Lon 87o04‟12”E..",8
42,42,42,SECTIONS,"24. National Waterway 24 Chambal River :Chambal road bridge on National Highway -92 Lat 26o41‟56”N,,Lon 78o56‟09”Eto confluence of Chambal and Yamuna rivers atCharakpura village Lat 26o29‟30”N,, Lon 79o15‟01”E..",8
43,43,43,SECTIONS,"25. National Waterway 25 Chap ora River :Bride at State Highway No. 124 (1Km. from Maneri village) Lat15o‟42‟47”N.. Lon 73o57‟23”Eto Confluence of Chap ora river with Arabia nSea at Morjim Lat 15o36‟33”N,, Lon 73o44‟01”E..",8
44,44,44,SECTIONS,"26. National Waterway 26 Chenab River :Chenab road bridge at Lat 33o05‟07”N,, Lon 74o48‟06”Eto Bridge near Bhardakalan at Lat 32o48‟12”N,, Lon 74o34‟53”E..9((1)) (2)) (3))",8
45,45,45,SECTIONS,"27. National Waterway 27 Cumberjua River :Confluence of Cumberjua and Zuvari rivers near Cortalim ferry terminal Lat 15o24‟40”N,, Lon 73o54‟48”Eto confluence ofCumberjua and Mandovi rivers near Sao Martias VidhanParishad Lat 15o31‟26”N,, Lon 73o55‟34”E..",9
46,46,46,SECTIONS,"28. National Waterway 28 Dabhol Creek Vashishti River :Arabian Sea at Dabhol Lat 17o34‟51”N,, Lon 73o09‟18”Eto bridge at Pedhe Lat 17o32‟39”N,, Lon 73o30‟36”E..",9
47,47,47,SECTIONS,"29. National Waterway 29 Damodar River :Krishak Setu, Bardhman on State Highway No. 8at Lat23o12‟40”N,, Lon 87o50‟54”Eto confluence with Hooghly river near Purbha Basudebpur at Lat 22o21‟01”N,, Lon 88o05‟19”E..",9
48,48,48,SECTIONS,"30. National Waterway 30 Dehing River :Rail Bridge at Me rbil Majuli No. 1Lat 27o19‟25”N,, Lon95o18‟45”Eto confluence of Dehing and Brahmaputra rivers near village Lachan at Lat 27o15‟10”N,, Lon 94o40‟01”E..",9
49,49,49,SECTIONS,"31. National Waterway 31 Dhansiri/Chathe River :Bridge near Morongi T..E.. village Lat 26o24‟41”N,, Lon93o53‟47”Eto Numaligarh Lat 26o42‟01”N,, Lon 93o35‟15”E..",9
50,50,50,SECTIONS,"32. National Waterway 32 Dikhu River :Bridge at Nazira on State Highway No 1Lat 26o55‟18”N,, Lon94o44‟27”Eto confluence of Dikhu and Brahmaputra rivers atLat 26o59‟58”N,, Lon 94o27‟42”E..",9
51,51,51,SECTIONS,"33. National Waterway 33 Doyans River :Bridge near Sialmari Lat 26o10‟47”N,, Lon 93o59‟10”Eto confluence of Doyans and Subansiri rivers at Lat 26o26‟53”N,,Lon 93o57‟12”E..",9
52,52,52,SECTIONS,"34. National Waterway 34 DVC Canal :Durgapur Barrage Lat 23o28‟47”N,, Lon 87o18‟19”Eto Confluence point of DVC canal with Hoogly river near TribeniLat 23o0‟31”N,, Lon 88o24‟55”E..",9
53,53,53,SECTIONS,"35. National Waterway 35 Dwarakeswar River :Bridge near Abantika Lat 23o06‟55”N,, Lon 87o18‟47”Eto confluence of Dwarakeswar and Silai rivers at Pratap pur Lat22o40‟17”N,, Lon 87o46‟43”E..",9
54,54,54,SECTIONS,"36. National Waterway 36 Dwarka River :Bridge at Tarapith at Lat 24o06‟58”N,, Lon 87o47‟51”Eto confluence with Bhagirathi river near Maugram village at Lat23o43‟53”N,, Lon 88o10‟51”E..10(1)) (2)) (3))",9
55,55,55,SECTIONS,"37. National Waterway 37 Gan dak River :Bhaisaslotal Barrage near Triveni Ghat at Lat 27o26‟22”N,, Lon83o54‟24”Eto Gan dak and Gang arivers confluence at HajipurLat 25 39o18‟N,, Lon 85o10‟28”E..",10
56,56,56,SECTIONS,"38. National Waterway 38 Gangadhar River :Pakriguri Bridge on National Hi ghway -31C at Lat 26o27‟30”N,,Lon 89o51‟25”Eto Bangladesh Border at Binnachara Point IIILat 26o0‟32”N,, Lon 89o49‟57”E..",10
57,57,57,SECTIONS,"39. National Waterway 39 Ganol River :Bangladesh Border at Mankachar Lat 25o31‟47”N,, Lon89o51‟24”Eto bridge near Dolbari at Lat 25o34‟20”N,, Lon90o03‟46”E..",10
58,58,58,SECTIONS,"40. National Waterway 40 Ghaghra River :Faizabad at Lat 26o47‟51”N,, Lon 82o06‟46”Eto Ghaghra andGanga river confluence at Manjhi Ghat Lat 25o44‟13”N,, Lon84o42‟03”E..",10
59,59,59,SECTIONS,"41. National Waterway 41 Ghataprabha River :Barrage near Malali Lat 16o20‟01”N,, Lon 75o11‟23”Eto confluence with river Krishna at Chicksangam Lat 16o20‟13”N,,Lon 75o47‟54”E..",10
60,60,60,SECTIONS,"42. National Waterway 42 Gomti River :Bara Imambara, Luck now Lat 26o52‟21”N,, Lon 80o54‟58”Eto confluence of Gomti with river Gang aLat 25o30‟31”N,, Lon83o10‟17”E..",10
61,61,61,SECTIONS,"43. National Waterway 43 Gurupur River :Confluence of Netravathi river at Lat 12o50‟44”N,, Lon74o49‟45”Eto confluence of Man galore Port Bridge at Lat12o55‟35”N,, Lon 74o49‟37”E..",10
62,62,62,SECTIONS,"44. National Waterway 44 Ichamati River :Bridge on Border Main Road at Go bra near Bangladesh Border atLat 22o53‟50”N,, Lon 88o53‟49”Eto near Bangladesh Border atBansjhari Mallikpur Lat 22o39‟07”N,, Lon 88o55‟35”E..",10
63,63,63,SECTIONS,"45. National Waterway 45 Indira Gandhi Canal :Harike Barrage at Lat 31o08‟33”N,, Lon 74o56‟57”Eto nearMohangarh Lat 27o18‟37”N,, Lon 71o09‟10”E..",10
64,64,64,SECTIONS,"46. National Waterway 46 Indus River :Bridge on highway at Ups hi village Lat 33o49‟43”N,, Lon77o48‟56”Eto Bridge on Shey -Chuchol road near Shey villageLat 34o03‟35”N,, Lon 77o38‟33”E..11(1)) (2)) (3))",10
65,65,65,SECTIONS,"47. National Waterway 47 Jalangi River :Bridge on State Highway No. 14 near Plashipara at Lat23o47‟47”N,, Lon 88o27‟09”Eto confluence of Jalangi withHooghly/Bhagirathi rivers at Nabadwip Lat 23o24‟39”N,, Lon88o22‟48”E..",11
66,66,66,SECTIONS,"48. National Waterway 48 Jaw ai -Luni Rivers and Ran nof Kutch :Jawai river from Ja lore at Lat 25o20‟37”N,, Lon 72o41‟09”EtoLuni river near Gandhav village to Ran nof Kutch at Lat23o32‟54”N,, Lon 68o22‟27”E..",11
67,67,67,SECTIONS,"49. National Waterway 49 Jhelum River :Bridge on highway at Lat 33o49‟26”N,, Lon 75o03‟50”Eto Wulerlake, Srinagar at Lat 34o21‟37”N,, Lon 74o36‟36”E..",11
68,68,68,SECTIONS,"50. National Waterway 50 Jinjiram River :Confluence with Brahmaputra river at Tumni Lat 25o51‟51”N,,Lon 89o58‟57”Eto Fulerchar Point. III at Brahmaputra river Lat25o44‟15”N,, Lon 89o52‟53”E..",11
69,69,69,SECTIONS,"51. National Waterway 51 Kabini River :Kabini Dam Lat 11o58‟25”N,, Lon 76o21‟10”Eto Beeramballi atLat 11o56‟10”N,, Lon 76o14‟18”E..",11
70,70,70,SECTIONS,"52. National Waterway 52 Kali River :Kodasalli Dam Lat 14o55‟08”N,, Lon 74o32‟07”Eto confluence of Kali river with Arabia nSea near Sadashivgad bridge at Lat14o50‟31”N,, Lon 74o07‟21”E..",11
71,71,71,SECTIONS,"53. National Waterway 53 Kalyan -Thane -Mumbai Waterway, VasaiCreek and Ulhas River :Arabian Sea at Navi Mumbai Lat 18o55‟50”N,, Lon 72o53‟22”Evia Ulhas river to bridge on State Highway No. 76 near MalegaonT. Waredi Lat 19o02‟38”N,, Lon 73o19‟54”E;;Bridge on Kalyan -Badlapur road near Kalyan railway yard atKalyan Lat 19o14‟06”N,, Lon 73o08‟49”Eto Kalyan Lat19o15‟35”N,, Lon 73o09‟28”E;;Vasai Creek from Lat 19o18‟54”Nto Lon 72o47‟30”Eto Kasheliat Lat 19o13‟23”N,, Lon 73o0‟21”E..",11
72,72,72,SECTIONS,"54. National Waterway 54 Karamnasa River :Bridge at Kakarait Lat 25o18‟11”N,, Lon 83o31‟38”Eto confluence of Karamnasa and Gang arivers at Kutubpur Lat25o31‟06”N,, Lon 83o52‟47”E..",11
73,73,73,SECTIONS,"55. National Waterway 55 Kaveri Kollidam River :Uratchikottai Barrage at Lat 11o29‟03”N,, Lon 77o42‟14”Eto confluence of river Kollidam with Bay of Ben gal at PazhaiyarLat 11o21‟38”N,, Lon 79o49‟53”E..12(1)) (2)) (3))",11
74,74,74,SECTIONS,"56. National Waterway 56 Kherkai River :Dam near Gangia village at Lat 22o45‟12”N,, Lon 86o05‟09”Eto confluence with Subarnrekha river at Jamshedpur Lat22o50‟13”N,, Lon 86o09‟37”E..",12
75,75,75,SECTIONS,"57. National Waterway 57 Kopili River :Bridge at Banthai Gaon Tinali Bus Stop at Lat 26o10‟41”N,, Lon92o13‟05”Eto confluence with Brahmaputra river at ChandrapurNo. 2Lat 26o15‟07”N,, Lon 91o56‟49”E..",12
76,76,76,SECTIONS,"58. National Waterway 58 Kos iRiver :Kosi Barrage at Hanuman Nagar Lat 26o31‟40”N,, Lon86o55‟29”Eto Confluence of Kos iwith Gang ariver at KurselaLat 25o24‟40”N,, Lon 87o15‟14”E..",12
77,77,77,SECTIONS,"59. National Waterway 59 Kottayam -Vaikom Canal :Kottayam, near Kodimatha at Lat 9o34‟39”N,, Lon 76o31‟08”EtoVechoor joining National Waterway No. 3at Lat 9o40‟0””N,, Lon76o24‟11”E..",12
78,78,78,SECTIONS,"60. National Waterway 60 Kumar iRiver :Dam near Amruhasa village at Lat 23o06‟37”N,, Lon 86o15‟51”Eto Mukutmanipur Dam at Chiada Lat 22o57‟18”N,, Lon86o44‟43”E..",12
79,79,79,SECTIONS,"61. National Waterway 61 Kynshi River :Bangladesh Border near Mawpyllum Lat 25o12‟07”N,, Lon91o15‟21”Eto bridge on Nonghyllam -Maweit road at Lat25o19‟35”N,, Lon 91o04‟07”E..",12
80,80,80,SECTIONS,"62. National Waterway 62 Lo hit River :Parasuram Kund at 27o52‟40”N,, Lon 96o21‟40”Eto SaikhowaGhat, Sadiya Lat 27o47‟49”N,, Lon 95o38‟14”E..",12
81,81,81,SECTIONS,"63. National Waterway 63 Luni River :Dam at Jaswantpura Lat 26o13‟35”N,, Lon 73o41‟20”Eto Barrage near Malipura Lat 24o57‟04”N,, Lon 71o38‟02”E..",12
82,82,82,SECTIONS,"64. National Waterway 64 Mahanadi River :Sambalpur Barrage at Lat 21o27‟34”N,, Lon 83o57‟50”EtoParadip at Lat 20o19‟38”N,, Lon 86o40‟17”E..",12
83,83,83,SECTIONS,"65. National Waterway 65 Mahananda River :Bridge near Gosaipur at Lat 25o26‟41”N,, Lon 88o05‟26”Eto Bangladesh Border near Adampur at Lat 24o57‟17”N,, Lon88o10‟59”E..",12
84,84,84,SECTIONS,"66. National Waterway 66 Ma hi River :Kadana Dam Lat 23o18‟22”N,, Lon 73o49‟37”Eto confluence with Gulf of Khambhat near Kavi railway station Lat22o10‟35”N,, Lon 72o30‟36”E..",12
85,85,85,SECTIONS,"67. National Waterway 67 Malaprabha River :Jakanuru at Lat 15o49‟51”N,, Lon 75o38‟54”Eto confluence with river Krishna at Kudalasangama Lat 16o12‟30”N,, Lon76o04‟16”E..13(1)) (2)) (3))",12
86,86,86,SECTIONS,"68. National Waterway 68 Mandovir River :Bridge at Usgaon at Lat 15o26‟42”N,, Lon 74o03‟12”Eto confluence of Mandovi river with Arabia nSea at Reis Magos Lat15o28‟32”N,, Lon 73o46‟46”E..",13
87,87,87,SECTIONS,"69. National Waterway 69 Manimutharu River :Manimutharu Dam Lat 8o39‟14”N,, Lon 77o24‟47”Eto confluence with Tramaraparani river near Aladiur Lat 8o41‟03”N,,Lon 77o26‟07”E..",13
88,88,88,SECTIONS,"70. National Waterway 70 Manjara River :Singur Dam at Lat 17o44‟58”N,, Lon 77o55‟41”Eto confluence with river Godavari at Kandakurthi at Lat 18o49‟07”N,, Lon77o52‟20”E..",13
89,89,89,SECTIONS,"71. National Waterway 71 Mapusa/Moide River :Bridge on National Highway -17 at Mapusa Lat 15o35‟21”N,, Lon73o49‟17”Eto confluence point of Mapusa and Mandovi rivers atPorvorim Lat 15o30‟20”N,, Lon 73o50‟42”E..",13
90,90,90,SECTIONS,"72. National Waterway 72 Nag River :Bridge near NIT Colony, Nagpur Lat 21o06‟17”N,, Lon79o06‟03”Eto confluence with river Kanhan near Sawangivillage at Lat 21o05‟38”N,, Lon 79o27‟54”E..",13
91,91,91,SECTIONS,"73. National Waterway 73 Narmada River :Pandhariya at Lat 21o57‟10”N,, Lon 74o08‟27”Eto confluence ofNarmada with Arabia nSea at Gulf of Khambhat Lat 21o38‟27”N,,Lon 72o33‟28”E..",13
92,92,92,SECTIONS,"74. National Waterway 74 Netravathi River :Netravathi Dam, Dharmsthala Lat 12o57‟55”N,, Lon 75o22‟10”Eto confluence with Arabia nsea at Bengre Lat 12o50‟43”N,, Lon74o49‟29”E..",13
93,93,93,SECTIONS,"75. National Waterway 75 Palar River:Rail bridge at Virudampattu, Vellore at Lat 12o56‟14”N,, Lon79o07‟30”Eto confluence with Bay of Ben gal atSadurangapattinam Lat 12o27‟52”N,, Lon 80o09‟13”E..",13
94,94,94,SECTIONS,"76. National Waterway 76 Panchagangavali (Panchagangoli) River:Gangoli Port at Lat 13o38‟01”N,, Lon 74o40‟08”Eto Bridge atBadakere at Lat 13o44‟50”N,, Lon 74o39‟15”E..",13
