,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
10,10,10,,"6.. Term of office of, vacancies among, and allowances payable to, members of Board. —(1))Save as otherwise provided in this section, the term of office of the President or any other member of the Board, other than ex officio members, shall be three years from the date of his appointment or nomination thereto.(2)) An ex officio member shall cease to be amember of the Board as soon as he vacates the office by virtue of which he is amember of the Board.(3)) The term of amember nominated to fill acasual vacancy shall continue for the remainder of the",3
11,11,11,,"term of the member in whose place he has been nominated.(4)) Notwithstanding anything contained in this section, an outgoing member shall, unless the Central Government otherwise directs, continue in office until another person is nominated as amember in his place.(5)) The members of the Board shall be entitled to such allowances, if any, from the Institute, as may be provided for in the Statutes, but no member other than the member referred to in clause ( f)) of section 5shall be entitled to any salary.",3
12,12,12,,"7.. Vesting of properties. —On and from the appointed day and subject to the other provisions of this Act, all properties which had vested in the Society immediately before that day, shall, on and from that day, vest in the Institute.",3
13,13,13,,"8.. Effect of incorporation of Institute. —On and from the appointed day,—(a)) any reference to the Society in any contract or other instrument shall be deemed as areference to the Institute;(b)) all the rights and liabilities of the Society shall be transferred to, and be the rights and liabilities of, the Institute.49.. Functions of Institute. —The Institute shall perform the following functions, namely:—(i)) nurture and promote quality and excellence in education and research in the area of petroleum and hydrocarbons and energy;(ii) provide for",3
14,14,14,,"program mes and courses of instruction and research leading to the award of theBachelors, Masters and Doctoral degrees in engineering and technology, management, science sand arts in the area of petroleum and hydrocarbons and energy;(iii) grant, subject to such conditions as the Institute may determine, degrees, diplomas, certificates or other academic distinctions or titles at various academic levels to candidates who have attained the prescribed standard of proficiency as judged on the basis of examination or on any other basis of testing and",3
15,15,15,,"evaluation and to withdraw any such degrees, diplomas, certificates or other academic distinctions or titles for good and sufficient reasons;(iv) confer honorary degrees or other distinctions and to institute and award fellowships,scholarships, exhibitions, prizes and medals;(v)) lay down standards of admission to the Institute through an examination or any other method of testing and evaluation;(vi) manage the content, quality, design and continuous evaluation of its academic and researchprogrammes in amanner that earns accreditation of an",3
16,16,16,,"international stature;(vii) promote research and development for the benefit of oil, gas and petrochemical industry and the energy sector through the integration of teaching and research;(viii) foster close educational and research interaction through networking with national,regional and international players in the oil, gas and petrochemical industry and the energy sector;(ix) co-operate with educational and research institutions in any part of the world having objects wholly or partly similar to those of the Institute by exchange of teachers",3
17,17,17,,"and scholars, conduct of joint research, undertaking sponsored research and consultancy projects, etc;(x)) organise national and international symposia, seminars and conferences in the area of petroleum and hydrocarbons and energy;(xi) establish, maintain and manage halls, residences and hostels for students and to lay down conditions for residing in the halls and hostels;(xii) supervise, control and regulate the discipline of all categories of employees of the Institute and to make arrangements for promoting their health and general",3
18,18,18,,"welfare;(xiii) supervise and regulate the discipline of students and to make arrangements for promoting their health, general welfare and cultural and corporate life;(xiv) frame Statutes and to alter, modify or rescind the same;(xv) deal with any property belonging to or vested in the Institute in such manner as the Institute may deem fit for advancing its objects;(xvi) receive gifts, grants, donations or benefactions from the Central Government and the State Governments and to receive bequests, donations, grants and transfers of movable or",3
19,19,19,,"immovable properties from testators, donors, transferors, alumni, industry or any other person;(xvii) borrow money for the purposes of the Institute with or without security of the property of the Institute;(xviii) integrate new technology in the classroom to encourage student-centric learning strategies and the development of an attitude for learning;(xix) develop and maintain an information resource cent re of print and non-print knowledge resources in the field of petroleum sector covering the entire hydrocarbon value chain as well as",3
20,20,20,,"other related areas of energy, science and technology;(xx) provide for further education to the working professionals and other employees of the Institute in the advanced areas of technology relating to oil, gas, complete hydrocarbon value chain and energy;5((xxi) offering customised program mes that serve the current and ongoing needs of working professionals for continuing education at the cutting-edge of petroleum and energy sector at the campus of the Institute or at company site;(xxii) encouraging industry to sponsor their staff to join the",3
21,21,21,,Institute for higher degrees and work on problems that interest the sponsoring industry thus helping develop deeper interaction sand aresearch environment in the industry;(xxiii) fostering the creation of new basic knowledge and applied technology and its active transmission to companies for the benefit of the nation and for this purpose establishing an Intellectual Property Rights cell to patent the new developments made at the Institute and to license them nationally and internationally;(xxiv) being proactive in supporting the skill development,3
22,22,22,,"program mes of the Government of India by training people in various related areas by way of certificate and diploma courses at the campus of the Institute or at other locations and involving industry in design and conduct ofcurricula;(xxv) giving broad focus to the functioning of the Institute in the area of petroleum and petroleum related technologies under the wide umbrella of energy; and(xxvi) doing all such things, not specifically covered above, as may be necessary, incidental or conducive to the attainment of all or any of the objects of the Institute.",3
23,23,23,,"10. Powers of Board. —(1)) Subject to the provisions of this Act, the Board shall be responsible for the general superintendence, direction and control of the affairs of the Institute and shall exercise all the powers not otherwise provided for by this Act, the Statutes and the Ordinances, and shall have the power to review the acts of the Senate.(2)) Without prejudice to the provisions of sub-section ( 1)), the Board shall—(a)) take decisions on questions of policy relating to the administration and working of theInstitute;(b)) lay down policy",5
24,24,24,,"regarding the duration of the courses, nomenclature of the degrees and other distinctions to be conferred by the Institute;(c)) institute courses of study and to lay down standards of proficiency and other academic distinctions in respect of the courses offered by the Institute;(d)) lay down policy regarding the cadre structure, qualification, the method of recruitment and conditions of service of the teaching and research faculty as well as other employees of theInstitute;(e)) guide resource mobilisation of the Institute and to lay down policies",5
25,25,25,,"for investment;(f)) consider and approve proposals for taking loans for purposes of the Institute with or without security of the property of the Institute;(g)) frame Statutes and to alter, modify or rescind the same;(h)) consider and pass resolutions on the annual report, the annual accounts and the budget estimates of the Institute for the next financial year as it thinks fit together with astatement of its development plans;(i)) create academic, administrative, technical and other posts and to make appointments thereto and to provide avenues for",5
26,26,26,,"their growth and development;(j)) examine and approve the development plans of the Institute and the financial implications of such plans;(k)) examine and approve the annual operation and capital budget estimates of Institute for the next financial year and to sanction expenditure within the limits of the approved budget;(l)) receive gifts, grants, bequests, donations or benefactions and transfer of movable or immovable properties from the Central Government and the State Governments and from testators,donors, or transferors, as the case may be,",5
27,27,27,,"and to have custody of the funds of the Institute;(m)) fix, demand and receive fees and other charges;6((n)) to sue and defend all legal proceedings on behalf of the Institute; and(o)) do all such things as may be necessary, incidental or conducive to the attainment of all or any of the aforesaid powers.(3)) The Board shall have the power to appoint such committees as it considers necessary for the exercise of its powers and the performance of its duties under this Act.(4)) The Board shall have the power to establish campus and academic centres at",5
28,28,28,,"any place within or outside India:Provided that no campus or academic cent re shall be established outside India without the prior approval of the Central Government.(5)) Notwithstanding anything contained in section 4,, the Board shall not dispose of in any manner,any immovable property of the Institute without prior approval of the Central Government.(6)) The Board may, through aspecific resolution to this effect, delegate any of its powers and duties to the President, Director, any officer or any authority of the Institute subject to reserving the right to review the action that may be taken under such delegated authority.",5
29,29,29,,"11. Institute to be open to all races, creeds and classes. —(1)) The Institute shall be open to persons of either sex and of whatever race, creed, caste or class, and no test or condition shall be imposed as to religious belief or profession in admitting students, appointing teachers or employees or in any other connection whatsoever.(2)) No bequest, donation or transfer of any property shall be accepted by the Institute which in the opinion of the Board involves conditions or obligations opposed to the spirit and object of thissection.",6
30,30,30,,12. Teaching at the Institute. —All teaching and other academic activities at the Institute shall be conducted by or in the name of the Institute in accordance with the Statutes and the Ordinances made in this behalf.,6
31,31,31,,"13. Visitor. —(1)) The President of India shall be the Visitor of the Institute.(2)) The Visitor may appoint one or more persons to review the work and progress of the Institute and to hold inquiries into the affairs thereof and to report thereon in such manner as the Visitor maydirect.(3)) Upon receipt of any such report, the Visitor may take such action and issue such directions ashe considers necessary in respect of any of the matters dealt with in the report and the Institute shall be bound to comply with such directions.",6
32,32,32,,"14. Authorities of Institute. —The following shall be the authorities of the Institute, namely:—(a)) the General Council;(b)) the Board of Governors;(c)) the Senate; and(d)) such other authorities as may be declared by the Statutes to be the authorities of theInstitute.",6
33,33,33,,"15. Constitution of General Council. —(1)) With effect from such date as the Central Governmentmay, by notification in the Official Gazette, appoint, there shall be constituted, for the purposes of thisAct, abody to be known as the General Council.(2)) The General Council shall consist of the following members, namely:—(a)) the Secretary, Ministry of Petroleum and Natural Gas in the Central Government, ex officio ,who shall be the Chairperson;(b)) the Chairman, India nOil Corporation Limited, ex officio ;(c)) the Chairman and Managing Director,",6
34,34,34,,"Hindustan Petroleum Corporation Limited, ex officio ;(d)) the Chairman and Managing Director, Oil and Natural Gas Corporation, ex officio ;7((e)) the Chairman and Managing Director, Gas Authority of India Limited, ex officio ;(f)) the Director General of Hydrocarbons, ex officio ;(g)) the Principal Advisor (Energy), NIT IAayog, ex officio ;(h)) the Executive Director, Oil Industry Safety Directorate, ex officio ;(i)) the Director, India nInstitute of Science, Bangalore, ex officio ;(j)) the Director, India nInstitute of Chemical Technology,",6
35,35,35,,"Hyderabad, ex officio ;(k))the Secretary, Oil Industry Development Board, ex officio ;(l)) the President of the Board, ex officio ;(m)) the Director of the Institute , ex officio ; and(n)) persons, not less than two but not exceeding four, representing the private entities in the field of petroleum sector operating in the country, to be nominated by the Chairperson.(3)) The Registrar of the Institute shall be the ex officio Secretary of the General Council.(4)) The Chairperson shall have the power to invite any person who is not amember of the General Council to attend its meeting but such invitee shall not be entitled to vote.",6
36,36,36,,"16. Powers and functions of General Council. —Subject to the provisions of this Act, the General Council shall have the following powers and functions, namely:—(a)) review from time to time the broad policies and program mes of the Institute and to suggest measures for the improvement, development and expansion of the Institute thereof;(b)) consider the annual statement of accounts including abalance-sheet together with the audit report thereto and the observations of the Board of Governors thereon and to suggest improvements in fiscal management of",7
37,37,37,,"the Institute;(c)) review and evaluate overall quality and effectiveness of the Institute and to advise measures for improvement of performance and for confidence-building between the Institute and itsstakeholders;(d)) provide credibility, aura, connectivity and contacts for the Institute especially with regard to student placement and resource mobilisation;(e)) advise the Institute and its Board in respect to new cutting edge areas of technology in the domain of energy and hydrocarbon development including oil, gas, renewable and",7
38,38,38,,"non-renewableenergy, etc., that the Institute needs to pursue, as well as in respect of any other matter referred to it by the Board for advice; and(f)) advise the Institute and its Board in respect of the advanced areas of technology in the field of petroleum sector covering the entire hydrocarbon value chain as well as in respect of any other matter that may be referred to it for advice by the Board.",7
39,39,39,,17. Senate.— The Senate of the Institute shall be the principal academic body and its composition shall be such as may be provided by the Statutes.,7
40,40,40,,"18. Functions of Senate. —Subject to the provisions of this Act, the Statutes and the Ordinances,the Senate shall have the control and general regulation, and be responsible for the maintenance of standards of instruction, education and examination in the Institute and shall exercise such other powers and perform such other duties as may be conferred or imposed upon it by the Statutes.",7
41,41,41,,19. President of Board. —(1)) The President shall ordinarily preside at the meetings of the Board and at the Convocations of the Institute.(2)) It shall be the duty of the President to ensure that the decisions taken by the Board areimplemented.(3)) The President shall exercise such other powers and perform such other duties as may be assigned to him by this Act or the Statutes.820. Director. —(1)) The Director of the Institute shall be appointed by the Central Government in such manner and on such terms and conditions as may be provided by the,7
42,42,42,,"Statutes:Provided that the first Director shall be appointed by the Central Government on such terms and conditions as it deems fit, for aperiod not exceeding one year from the date the first Statutes come into force.(2)) The Director shall be the principal academic and executive officer of the Institute and shall be responsible for the proper administration and academic performance of the Institute and for imparting of instruction and maintenance of discipline therein.(3)) The Director shall submit annual reports and accounts to the Board.(4)) The Director shall exercise such other powers and perform such other duties as may be assigned to him by this Act, the Statutes or the Ordinances.",7
43,43,43,,"21. Registrar. —(1)) The Registrar of the Institute shall be appointed in such manner and on such terms and conditions as may be provided by the Statutes and shall be the custodian of records, the common seal, the funds of the Institute and such other property of the Institute as the Board shall commit to his charge.(2)) The Registrar shall act as the Secretary of the General Council, the Board, the Senate and such committees as may be provided by the Statutes.(3)) The Registrar shall be responsible to the Director for the proper discharge of his",8
44,44,44,,"functions.(4)) The Registrar shall exercise such other powers and perform such other duties as may be assigned to him by this Act, the Statutes or by the Director.",8
45,45,45,,"22. Powers and duties of other authorities and officers. —The powers and duties of authorities and officers, other than those hereinbefore mentioned, shall be determined by the Statutes.",8
46,46,46,,"23. Grants by Central Government. —For the purpose of enabling the Institute to discharge its functions efficiently under this Act, the Central Government may, after due appropriation made by Parliament by law in this behalf, pay to the Institute such sums of money and in such manner as it may think fit.",8
47,47,47,,"24. Fund of Institute. —(1)) The Institute shall maintain afund to which shall be credited—(a)) all moneys provided by the Central Government;(b)) all fees and other charges;(c)) all moneys received by the Institute by way of grants, gifts, donations, benefactions,bequests or transfers; and(d)) all moneys received by the Institute in any other manner or from any other source.(2)) All moneys credited to the fund shall be deposited in such banks or invested in such manner as may be decided by the Board.(3)) The fund shall be applied towards meeting the expenses of the Institute including expenses incurred in the exercise of its powers and discharge of its duties under this Act.",8
48,48,48,,"25. Setting-up of endowment fund. —Notwithstanding anything contained in section 24, the Institute may,—(a)) set-up an endowment fund and any other fund for aspecified purpose; and(b)) transfer money from its fund to the endowment fund or any other fund.",8
49,49,49,,"26. Budget of Institute. —The Institute shall prepare, in such form and at such time every year, abudget in respect of the financial year next ensuing, showing the estimated receipts and expenditure of the Institute and shall forward to the Central Government such number of copies thereof as may be provided by the Statutes.",8
50,50,50,,"27. Accounts and audit. —(1)) The Institute shall maintain proper accounts and other relevant records and prepare an annual statement of accounts, including the balance-sheet, in such form as may9 be prescribed by the Central Government in consultation with the Comptroller and Auditor-General ofIndia.(2)) The accounts of the Institute shall be audited by the Comptroller and Auditor-General of India and any expenditure incurred by him in connection with such audit shall be payable by the Institute to the Comptroller and Auditor-General of India.(3))",8
51,51,51,,"The Comptroller and Auditor-General of India and any person appointed by him in connection with the audit of the accounts of the Institute shall have the same rights, privileges and authority in connection with such audit as the Comptroller and Auditor-General of India has in connection with the audit of the Government accounts, and, in particular, shall have the right to demand the production ofbooks, accounts, connected vouchers and other documents and papers and to inspect the offices of theInstitute.(4)) The accounts of the Institute as",8
52,52,52,,certified by the Comptroller and Auditor-General of India or any other person appointed by him in this behalf together with the audit report thereon shall be forwarded annually to the Central Government and that Government shall cause the same to be laid before each House of Parliament.,8
53,53,53,,28. Annual report. —The Institute shall prepare for every year areport of its activities during that year and submit the report to the Central Government in such form and on or before such date as maybe provided by the Statutes and acopy of this report shall be laid before both Houses of Parliament within one month of its receipt.,9
54,54,54,,"29. Pension, provident fund, etc. —(1)) The Institute shall constitute for the benefit of itsemployees, including the Director, such pension, insurance and provident fund scheme as it deems fit,in such manner and subject to such conditions as may be provided by the Statutes.(2)) Where any such provident fund has been so constituted, the Central Government may declare that the provisions of the Provident Funds Act, 1925 (19 of 1925) shall apply to such fund as if it were aGovernment provident fund.",9
55,55,55,,30. Authentication of orders and instruments of Institute. —All orders and decisions of the Institute shall be authenticated by the Director or any other member authorised by the Institute in this behalf and all other instruments shall be authenticated by the signature of the Director or such officers as may be authorised by the Institute.,9
56,56,56,,"31. Appointment. —All appointments of the staff of the Institute, except that of the Director shall be made in accordance with the procedure laid down in the Statutes,—(a)) by the Board, if the appointment is made on the academic staff in the post of Assistant Professor or above or if the appointment is made on the non-academic staff in any cadre, the maximum of the pay scale for which is the same or higher than that of Assistant Professor; and(b)) by the Director, in any other case.",9
57,57,57,,"32. Statutes. —Subject to the provisions of this Act, the Statutes may provide for all or any of the following matters, namely:—(a)) the formation of departments of teaching and other academic units;(b)) the institution of fellowships, scholarships, exhibitions, medals and prizes;(c)) the classification of posts, term of office, method of appointment, powers and duties and other terms and conditions of service of the officers of the Institute including the President, theDirector, the Registrar, and such other officers as may be declared as officers",9
58,58,58,,"of the Institute by theStatutes;(d)) the classification, the method of appointment and the determination of the terms and conditions of service of officers, teachers and other staff of the Institute;(e)) the reservation of posts for the Scheduled Castes, the Scheduled Tribes and other categories of persons as may be determined by the Central Government;(f)) the form in which and the time at which the budget and reports shall be prepared by theInstitute;(g)) the form of annual report;10 (h)) the constitution of pension, insurance and provident funds",9
59,59,59,,"for the benefit of the officers,teachers and other staff of the Institute;(i)) the constitution, powers and duties of the other authorities of the Institute referred to in clause ( d)) of section 14;(j)) the delegation of powers;(k)) the code of conduct, disciplinary actions thereto for misconduct including removal from service of employees on account of misconduct and the procedure for appeal against the actions ofan officer or authority of the Institute;(l)) the conferment of honorary degrees;(m)) the establishment and maintenance of halls,",9
60,60,60,,"residences and hostels;(n)) he authentication of the orders and decisions of the Board; and(o)) any other matter which by this Act is to be, or may be, provided by the Statutes.",9
61,61,61,,"33. Statutes how made. —(1)) The first Statutes of the Institute shall be framed by the Central Government and acopy of the same shall be laid, as soon as may be after it is made, before each House of Parliament.(2)) The Board may, from time to time, make new or additional Statutes or may amend or repeal the Statutes in the manner hereafter in this section provided.(3)) Anew Statute or addition to the Statutes or any amendment or repeal of aStatute shall require the previous approval of the General Council who may assent thereto or withhold assent",10
62,62,62,,or remit it to the Board for consideration.(4)) Anew Statute or aStatute amending or repealing an existing Statute shall have no validity unless it has been assented to by the General Council.,10
63,63,63,,"34. Ordinances. —Subject to the provisions of this Act and the Statutes, the Ordinances may provide for all or any of the following matters, namely:—(a)) the admission of the students to the Institute;(b)) the reservation for the Scheduled Castes, the Scheduled Tribes and other categories ofpersons;(c)) the courses of study to be laid down for all degrees, diplomas and certificates of theInstitute;(d)) the conditions under which students shall be admitted to the degree, diploma and certificate courses and to the examinations of the Institute and the",10
64,64,64,,"eligibility conditions for awarding thesame;(e)) the conditions of award of the fellowships, scholarships, exhibitions, medals and prizes;(f)) the conditions and manner of appointment and duties of examining bodies, examiners andmoderators;(g)) the conduct of examinations;(h)) the maintenance of discipline among the students of the Institute;(i)) the fees to be charged for courses of study at the Institute and for admission to theexaminations;(j)) the conditions of residence of students of the Institute and the levying of the fees for residence in",10
65,65,65,,"the halls and hostels and of other charges; and(k)) any other matter which by this Act or the Statutes is to be, or may be, provided for by theOrdinances.",10
66,66,66,,"35. Ordinances how made. —(1)) The First Ordinance of the Institute shall be framed by the CentralGovernment.(2)) Save as otherwise provided in this section, Ordinances shall be made by the Senate.11 (3)) All Ordinances made by the Senate shall have effect from such date as it may direct, but every Ordinance so made shall be submitted, as soon as may be, to the Board and shall be considered by the Board at its next succeeding meeting.(4)) The Board shall have power by resolution to modify or cancel any such Ordinance and such Ordinance shall from the date of such resolution stand modified accordingly or cancelled, as the case may be.",10
67,67,67,,"36. Conduct of business by authorities of Institute. —The authorities of the Institute may have their own rules of procedure, consistent with the provisions of this Act, the Statutes and the Ordinances for the conduct of their own business and that of the committees, if any, appointed by them and not provided for by this Act, the Statutes or the Ordinances.",11
68,68,68,,"37. Tribunal of Arbitration. —(1)) Any dispute arising out of acontract between the Institute and any of its employees shall, at the request of the employee concerned or at the instance of the Institute, be referred to aTribunal of Arbitration consisting of one member appointed by the Institute, one member nominated by the employee, and an umpire appointed by the Visitor.(2)) The decision of the Tribunal of Arbitration shall be final.(3)) No suit or proceeding shall lie in any court in respect of any matter which is required bysub-section ( 1)) to",11
69,69,69,,be referred to the Tribunal of Arbitration.(4)) The Tribunal of Arbitration shall have power to regulate its own procedure.(5)) Nothing in any law for the time being in force relating to arbitration shall apply to arbitration sunder this section.,11
70,70,70,,"38. Acts and proceedings not to be invalidated by vacancies. —No act of the Institute or the General Council or Board or Senate or any other body set-up under this Act or the Statutes, shall be invalid merely by reasons of—(a)) any vacancy in, or defect in the constitution thereof, or(b)) any defect in the election, nomination or appointment of aperson acting as amemberthereof, or(c)) any irregularity in its procedure not affecting the merits of the case.",11
71,71,71,,"39. Grant of degrees, etc., by Institute. —Notwithstanding anything in the University Grants Commission Act, 1956 (3of 1956) or in any other law for the time being in force, the Institute shall have power to grant degrees and other academic distinctions and titles under this Act.",11
72,72,72,,"40. Sponsored schemes. —Notwithstanding anything in this Act, whenever the Institute receives funds from any Government, the University Grants Commission or any other agency including industry sponsoring aresearch scheme, aconsultancy assignment, ateaching program me or achaired professorship or ascholarship, to be executed or endowed at the Institute,—(a)) the amount received shall be kept by the Institute separately from the fund of the Institute and utilised only for the purpose of the scheme; and(b)) the staff required to execute the same",11
73,73,73,,shall be recruited in accordance with the terms and conditions stipulated by the sponsoring organisation:Provided that any money remaining unutilised under clause ( a)) shall be transferred to the endowment fund created under section 25.,11
74,74,74,,41. Control by Central Government. —The Institute shall carry out such directions as may be issued to it from time to time by the Central Government for the efficient administration of this Act.,11
75,75,75,,"42. Resolution of differences. —If in, or in connection with, the exercise of its powers and discharge of its functions by the Institute under this Act, any dispute or difference arises between the Institute and the Central Government, the decision of the Central Government thereon shall be final.",11
76,76,76,,"43. Power to remove difficulties. —(1)) If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order, published in the Official Gazette, make such provisions12 or give such directions not inconsistent with the provisions of this Act, as appears to it to be necessary or expedient for removing the difficulty:Provided that no such order shall be made after the expiry of two years from the appointed day.(2)) Every order made under this section shall be laid, as soon as may be after it is made, before each House of Parliament.",11
77,77,77,,"44. Transitional provisions. —Notwithstanding anything contained in this Act,—(a)) the Board of Governors of the Society functioning as such immediately before the commencement of this Act shall continue to so function until anew Board is constituted for the Institute under this Act, but on the constitution of anew Board under this Act, the members of the Board holding office before such constitution shall cease to hold office; and(b)) until the first Statutes and the Ordinances are made under this Act, the Statutes and the Ordinances of the",12
78,78,78,,"India nInstitute of Petroleum and Energy Society, as in force, immediately before the commencement of this Act, shall continue to apply to the Institute insofar as they are not inconsistent with the provisions of this Act.",12
79,79,79,,"45. Statutes, Ordinances and notifications to be published in the Official Gazette and to be laid before Parliament. —(1)) Every Statute and every Ordinance made or notification issued under this Act shall be published in the Official Gazette.(2)) Every Statute and every Ordinance made or notification issued under this Act shall be laid, as soon as may be after it is made, before each House of Parliament, while it is in session, for atotal period of thirty days which may be comprised in one session or in two or more successive sessions,and if, before the expiry of the session immediately following the session or the successive sessionsaforesaid, both Houses agree in making any modification in the Statute, Ordinance or notification or both Houses agree that the Statute, Ordinance or notification should not be made or issued, theStatute, Ordinance or notification shall thereafter have effect only in such modified form or be of noeffect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that Statute, Ordinance or notification.(3)) The power to make the Statutes, Ordinances or notifications shall include the power to give retrospective effect from adate not earlier than the date of commencement of this Act, to the Statutes,Ordinances, notifications or any of them but no retrospective effect shall be given to any Statute,Ordinance or notification so as to prejudicially affect the interests of any person to whom suchStatute, Ordinance or notification may be applicable.",12
