Title,Paragraph Text,Page No
SECTIONS,"(3) It shall be deemed to have come into force on the 31st day of May, 2018.",2
SECTIONS,"2. Definitions .—In this Act, unless the context otherwise requires,—",2
SECTIONS,(a) “Academic and Activity Council” means the Academic and Activity Council of theUniversity;,2
SECTIONS,(b) “academic staff” means such categories of staff as are designated as academic staff by theOrdinances;,2
SECTIONS,(c) “Board of Sports Studies” means the Board of Sports Studies of a Department of theUniversity;,2
SECTIONS,(d) “Chancellor” means the Chancellor of the University;,2
SECTIONS,"(e) “College” means a college or other academic institution established or maintained by, oradmitted to the privileges of, the University;",2
SECTIONS,(f) “Court” means the Court of the University;,2
SECTIONS,(g) “Department” means a Department of Studies and includes a Centre of Studies;,2
SECTIONS,(h) “employee” means any person appointed by the University and includes teachers and otherstaff of the University;,2
SECTIONS,(i) “Executive Council” means the Executive Council of the University;,2
SECTIONS,(j) “Finance Committee” means the Finance Committee of the University;,2
SECTIONS,(k) “Fund” means the University Fund referred to in section 30;,2
SECTIONS,"(l) “Hall” means a unit of residence or of corporate life for the students of the University, or ofan Outlying Campus or of a College or an Institution, maintained by the University;",2
SECTIONS,(m) “Head of the Department” means the head of any teaching department of the University;,2
SECTIONS,"(n) “Institution” means an academic institution, not being a College, maintained by, or admittedto the privileges of, the University;",2
SECTIONS,(o) “Outlying Campus” means the campus of the University as may be established by it at anyplace within or outside India;,2
SECTIONS,"(p) “Principal” means the Head of a College or an Institution maintained by the University andincludes, where there is no Principal, the person for the time being duly appointed to act as Principal,and in the absence of the Principal, or the acting Principal, a Vice-Principal duly appointed as such;",2
SECTIONS,(q) “Regional Centre” means a centre established or maintained by the University for the purpose ofcoordinating and supervising the work of Study Centres in any region and for performing such otherfunctions as may be conferred on such centre by the Executive Council;3 (r) “Regulations” means the regulations made by any authority of the University under this Actfor the time being in force;,3
SECTIONS,(s) “School” means a School of Studies of the University;,3
SECTIONS,(t) “section” means the section of this Act;,3
SECTIONS,(u) “State” includes a Union territory;,3
SECTIONS,"(v) “Statutes” and “Ordinances” mean, respectively, the Statutes and the Ordinances of theUniversity for the time being in force;",3
SECTIONS,"(w) “Study Centre” means a centre established, maintained or recognised by the University forthe purpose of advising, counselling, training or for rendering any other assistance required by thestudents;",3
SECTIONS,"(x) “teachers of the University” means Professors, Associate Professors, Assistant Professorsand such other persons as may be appointed for imparting instructions, training or conductingresearch in the University or in any Outlying Campus, College or Institution or Regional Centresand Study Centres maintained by the University and are designated as teachers by the Ordinances;",3
SECTIONS,(y) “University” means the National Sports University established and incorporated as aUniversity under this Act;,3
SECTIONS,(z) “Vice-Chancellor” means the Vice-Chancellor of the University.,3
SECTIONS,3. Establishment of University. —(1) There shall be established a University by the name of“National Sports University”.,3
SECTIONS,"(2) The headquarters of the University shall be in the State of Manipur and it may establish ormaintain Outlying Campuses, Colleges, Regional Centres and Study Centres at such other places inIndia as it may deem fit:Provided that the University may, with the prior approval of the Central Government, alsoestablish Outlying Campuses and Study Centres outside India.",3
SECTIONS,"(3) The first Chancellor, the first Vice-Chancellor and the first members of the Court, theExecutive Council and the Academic and Activity Council, and all such persons who may hereafterbecome such officers or members, so long as they continue to hold such office or membership, arehereby constituted a body corporate by the name of “National Sports University”.",3
SECTIONS,"(4) The University shall have perpetual succession and a common seal, and shall sue and be suedby the said name.",3
SECTIONS,4. Objects of University .—The objects of the University shall be––,3
SECTIONS,(i) to evolve as an institute of advanced study in the field of physical education and sportssciences;,3
SECTIONS,(ii) to provide for research and development and dissemination of knowledge in physicaleducation and sports sciences by providing specially designed academic and training programmesin various areas of physical education and sports sciences and training in advanced technologies ofsports;,3
SECTIONS,(iii) to strengthen physical education and sports training programmes to promote sportsincluding traditional and tribal sports and games;,3
SECTIONS,"(iv) to establish centres and institutions of excellence for imparting state of the art educationaltraining and research in the fields of physical education and sports sciences, sports technology andhigh performance training for all sports and games;",3
SECTIONS,"(v) to provide professional and academic leadership to other institutions in the field of physicaleducation and sports sciences;4 (vi) to provide vocational guidance and placement services in physical education, sports sciences,sports medicine, sports technology and other related fields;",4
SECTIONS,"(vii) to generate capabilities for the development of knowledge, skills and competences atvarious levels in the fields of physical education and sports sciences, sports technology and highperformance training for all sports and games;",4
SECTIONS,"(viii) to generate capabilities to provide infrastructure of international standard for education,training and research in the areas related to physical education and sports sciences, sportstechnology and high performance training for all sports and games;",4
SECTIONS,"(ix) to prepare highly qualified professionals in the fields of physical education and sportssciences, sports technology and high performance training for all sports and games;",4
SECTIONS,"(x) to serve as a Centre of Excellence for the elite and other talented sportspersons of all sports andgames and innovation in physical education and sports sciences and to carry out, endorse and propagateresearch;",4
SECTIONS,"(xi) to function as a leading resource centre for knowledge and development in the areas ofphysical education and sports sciences, sports technology and high performance training for allsports and games;",4
SECTIONS,"(xii) to provide international collaboration in the fields of physical education and sportssciences, sports technology and high performance training for all sports and games;",4
SECTIONS,"(xiii) to establish close linkage with sports academies, schools, colleges, sports and recreationclubs, sports associations and international federations for the purpose of teaching, training andresearch in physical education and sports sciences, sports technology and high performancetraining for all sports and games;",4
SECTIONS,(xiv) to train talented athletes so as to help them to evolve into elite athletes of internationallevel;,4
SECTIONS,(xv) to make India become a sporting power;,4
SECTIONS,"(xvi) such other objects, not inconsistent with the provisions of this Act, which the CentralGovernment may, by notification in the Official Gazette , specify in this behalf.",4
SECTIONS,"5.Powers and functions of University. —(1) The University shall have the following powers andfunctions, namely:––",4
SECTIONS,"(i) to plan, design, develop and prescribe courses of study and conduct appropriate academic andtraining programmes in physical education and sports sciences including sports technology and toprovide for instruction and training in such branches of learning as the University may, from time totime, determine and to make provisions for research and for the advancement and dissemination ofknowledge;",4
SECTIONS,"(ii) to grant, subject to such conditions as the University may determine, diplomas orcertificates to, and confer degrees or other academic distinctions on, persons, on the basis ofexaminations, evaluation or any method of testing, and to withdraw any such certificates,diplomas, degrees or other academic distinctions for good and sufficient cause;",4
SECTIONS,"(iii) to provide opportunities to the students of the University to participate in the sportstournaments and competitions in co-ordination with established International Sports Federations,National Sports Federations, Indian Olympic Association and Association of Indian Universities;",4
SECTIONS,(iv) to have liaison or membership with various international professional organisations orbodies;,4
SECTIONS,"(v) to establish and maintain, with the prior approval of the Central Government, such OutlyingCampuses, Regional Centres, specialised laboratories or other units for research, instruction andtraining as are, in the opinion of the University, necessary for the furtherance of its objects;",4
SECTIONS,"(vi) to establish, maintain or recognise Study Centres in the manner laid down by the Statutes;",4
SECTIONS,"(vii) to establish and maintain Colleges, Institutions and Halls;5 (viii) to confer honorary degrees or other distinctions in the manner prescribed by the Statutes;",5
SECTIONS,"(ix) to institute Principalships, Professorships, Associate Professorships, AssistantProfessorships and other teaching or academic positions, required by the University and to appointpersons to such Principalships, Professorships, Associate Professorships, Assistant Professorshipsor other teaching or academic positions;",5
SECTIONS,"(x) to appoint persons working in any University or academic institution, including those locatedoutside the country, as teachers of the University for a specified period;",5
SECTIONS,"(xi) to create administrative, ministerial and other posts and to make appointments thereto;",5
SECTIONS,"(xii) to co-operate or collaborate or associate with any other University or authority orInstitution of higher learning, including those located outside the country, in such manner and forsuch purposes as the University, may determine;",5
SECTIONS,(xiii) to provide facilities through the distance education system to such persons and in suchmanner as may be prescribed by the Statutes;,5
SECTIONS,"(xiv) to institute and award fellowships, scholarships, studentship, medals and prizes for raisingacademic standards and research;",5
SECTIONS,"(xv) to organise and to undertake extramural studies, training and extension services;",5
SECTIONS,"(xvi) to make provision for research and advisory services and for that purpose, to enter intosuch arrangements with other institutions, industrial or other organisations, as the University maydeem necessary;",5
SECTIONS,"(xvii) to organise and conduct refresher courses, workshops, seminars and other programmesfor teachers, evaluators, other academic staff and students;",5
SECTIONS,"(xviii) to appoint on contract or otherwise visiting Professors, Emeritus Professors, Consultants andsuch other persons who may contribute to the advancement of the objects of the University;",5
SECTIONS,"(xix) to determine standards of admission to the University, which may include examination,evaluation or any other method of testing;",5
SECTIONS,(xx) to demand and receive payment of fees and other charges;,5
SECTIONS,(xxi) to supervise the residences of the students of the University and to make arrangements forpromoting their health and general welfare;,5
SECTIONS,"(xxii) to lay down conditions of service of all categories of employees, including their code ofconduct;",5
SECTIONS,"(xxiii) to regulate and enforce discipline among the students and the employees, and to takesuch disciplinary measures in this regard as may be deemed by the University to be necessary;",5
SECTIONS,(xxiv) to make arrangements for promoting the health and general welfare of the employees;,5
SECTIONS,"(xxv) to receive benefactions, donations and gifts and to acquire, hold and manage, and todispose of, with the previous approval of the Central Government, any property, movable orimmovable, including trust and endowment properties, for the purposes of the University;",5
SECTIONS,"(xxvi) to borrow, with the previous approval of the Central Government, on the security of theproperty of the University, money for the purposes of the University;",5
SECTIONS,"(xxvii) to conduct innovative experiments and promote new methods and technologies in thefields of physical education, sports sciences, sports medicine, sports technology, sportsmanagement and other related fields;(xxviii ) to purchase or to take on lease any land or building or sports complex or sportsinfrastructure and scientific sports research equipment or indoor stadium or works which may benecessary or convenient for the purposes of the University, on such terms and conditions as it maythink fit and proper and to construct, alter and maintain any such building or work;",5
SECTIONS,(xxix) to start any new allied course or research programme or diploma or training programmeand discontinue any course or training programme;6 (xxx) to invest the funds of the University in or upon such securities and transpose anyinvestment from time to time in such manner as it may deem fit in the interest of the University;,6
SECTIONS,"(xxxi) to execute conveyances regarding transfers, mortgages, leases, licenses, agreements andother conveyances in respect of the property, movable or immovable, including Governmentsecurities, belonging to the University or to be acquired for the purposes of the University, after takingprior permission of the Central Government;",6
SECTIONS,"(xxxii) to act as a technical advisory body to Government of India and other NationalOrganisations, State Governments and National Sports Federations on all matters related to sports;(xxxiii ) to provide training, coaching and other back up to high level sports persons forachieving success in different national and international sports competitions;(xxxiv ) to give effect to the procedures and standards provided under the Khelo India Scheme orthe National Sports Talent Search and Identification Scheme;",6
SECTIONS,"(xxxv) to confer autonomous status on a College or an Institution in the manner laid down bythe Statutes;(xxxvi ) to admit to its privileges any College or Institution in or outside India subject to suchconditions as may be laid down by the Statutes:Provided that no College or Institution shall be so admitted except with the prior approval ofthe Central Government;(xxxvii ) to provide for the preparation of instructional and training materials, including films,cassettes, tapes, video cassettes and other software;(xxxviii ) to recognise persons for imparting instructions in any College or Institution admittedto the privileges of the University; and(xxxix ) to do all such other acts and things as may be necessary, incidental or conducive to theattainment of all or any of its objects.",6
SECTIONS,(2) The University shall in the exercise of its powers have jurisdiction over the whole of India andto the Outlying Campuses and Study Centres outside India.,6
SECTIONS,"(3) In exercising its powers referred to in sub-section ( 1), it shall be the endeavour of the Universityto maintain an all-India character and high standards of teaching, training and research, and theUniversity shall, among other measures which may be necessary for the said purpose, take, in particular,the following measures, namely:—",6
SECTIONS,(i) admissions of students and recruitment of faculty shall be made on all-India basis throughappropriate procedures approved by the Executive Council of the University;,6
SECTIONS,(ii) foreign students shall be admitted by the University to various courses and programmes asper the policy and schemes of the Government of India and the procedure approved by theExecutive Council of the National Sports University;,6
SECTIONS,"(iii) inter-University mobility of faculty with portable pension scheme benefits, if any, andprotection of seniority shall be encouraged;",6
SECTIONS,"(iv) semester system, continuous evaluation and choice-based credit system shall be introduced andthe University shall enter into agreement with other Universities and academic institutions for credittransfer and joint degree programmes;",6
SECTIONS,(v) innovative courses and programmes of studies shall be introduced with a provision forperiodic review and restructuring;,6
SECTIONS,"(vi) active participation of students shall be ensured in all academic activities of the University,including evaluation of teachers;",6
SECTIONS,(vii) accreditation shall be obtained from the National Assessment and Accreditation Council orany other accrediting agency at the national level; and,6
SECTIONS,"(viii) e-governance shall be introduced with effective management information.7 6. University to be open to all caste, creed, race or class .—The University shall be open topersons of any sex and of whatever caste, creed, race or class, and it shall not be lawful for theUniversity to adopt or impose on any person, any test whatsoever of religious belief or profession inorder to entitle such person to be appointed as a teacher of the University or to hold any other officetherein or to be admitted as a student in the University or to graduate thereat or to enjoy or exerciseany privilege thereof:Provided that nothing in this section shall be deemed to prevent the University from makingspecial provisions for the employment or admission of women, persons with disabilities or of personsbelonging to the weaker sections of the society and, in particular, of the Scheduled Castes, theScheduled Tribes and the other socially and educationally backward classes of citizens:Provided further that no such special provision shall be made on the ground of domicile.",7
SECTIONS,"7. Central Government to review work and progress of University .—(1) The CentralGovernment may, from time to time, appoint one or more persons to review the work and progress ofthe University, including Outlying Campuses, Colleges, Institutions, Regional Centres and StudyCentres maintained by it, and to submit a report thereon; and upon receipt of that report, the CentralGovernment may, after obtaining the views of the Executive Council thereon through the Vice-Chancellor, take such action and issue such directions, as it considers necessary, in respect of any ofthe matters dealt with in the report and the University shall abide by such action and be bound tocomply with such directions.",7
SECTIONS,"(2) The Central Government shall have the right to cause an inspection to be made by such person orpersons, as it may direct, of the University, its buildings, sports complexes, libraries, laboratories andequipment, and of any Outlying Campus or College or Institution or Regional Centres or Study Centresmaintained by the University; and also of the examinations, teaching and other work conducted or doneby the University and to cause an inquiry to be made in like manner in respect of any matter connectedwith the administration or finances of the University, Colleges or Institutions or Regional Centres orStudy Centres.",7
SECTIONS,"(3) The Central Government shall, in every matter referred to in sub-section ( 2), give notice of itsintention to cause an inspection or inquiry to be made, to the University, and the University shall havethe right to make such representations to the Central Government, as it may consider necessary.",7
SECTIONS,"(4) After considering the representations, if any, made by the University, the Central Governmentmay cause to be made such inspection or inquiry as is referred to in sub-section ( 3).",7
SECTIONS,"(5) Where any inspection or inquiry has been caused to be made by the Central Government, theUniversity shall be entitled to appoint a representative, who shall have the right to be present and beheard at such inspection or inquiry.",7
SECTIONS,"(6) The Central Government may, if the inspection or inquiry is made in respect of the University orany Outlying Campus or College or Institution or Regional Centre or Study Centre established ormaintained by it, address the Vice-Chancellor with reference to the result of such inspection or inquirytogether with such views and advice with regard to the action to be taken thereon, as the CentralGovernment may be pleased to offer, and on receipt of address made by the Central Government, theVice-Chancellor shall communicate to the Executive Council the views of the Central Government withsuch advice as the Central Government may offer upon the action to be taken thereon.",7
SECTIONS,"(7) The Executive Council shall communicate through the Vice-Chancellor to the CentralGovernment such action, if any, as it proposes to take or has been taken upon the result of suchinspection or inquiry.",7
SECTIONS,"(8) Where, the Executive Council does not, within a reasonable time, take action to the satisfactionof the Central Government, it may, after considering any explanation furnished or representationmade by the Executive Council, issue such directions, as it may think fit, and the Executive Councilshall comply with such directions.",7
SECTIONS,"(9) Without prejudice to the foregoing provisions of this section, the Central Government may, byorder in writing, annul any proceeding of the University which is not in conformity with theprovisions of this Act or the Statutes or the Ordinances:8 Provided that before making any such order, the Central Government shall call upon the Vice-Chancellor to show cause why such an order should not be made, and, if any cause is shown within areasonable time, it shall consider the same.",8
SECTIONS,"(10) The Central Government shall have such other powers, in respect of the affairs of theUniversity, as may be prescribed by the Statutes.",8
SECTIONS,"8. Officers of University .—The following shall be the officers of the University, namely:—",8
SECTIONS,(a) the Chancellor;,8
SECTIONS,(b) the Vice-Chancellor;,8
SECTIONS,(c) the Deans of Schools;,8
SECTIONS,(d) the Registrar;,8
SECTIONS,(e) the Finance Officer;,8
SECTIONS,(f) the Controller of Examinations;,8
SECTIONS,(g) the Librarian; and,8
SECTIONS,(h) such other officers as may be declared by the Statutes to be the officers of the University.,8
SECTIONS,9. Chancellor. —(1) The Chancellor shall be appointed by the Central Government in such manneras may be prescribed by the Statutes.,8
SECTIONS,"(2) The Chancellor shall, by virtue of his office, be the head of the University and shall, ifpresent, preside at the Convocations of the University held for conferring degrees and otherceremonial functions and also the meetings of the Court.",8
SECTIONS,10. Vice-Chancellor. —(1) The Vice-Chancellor shall be appointed by the Central Government insuch manner as may be prescribed by the Statutes.,8
SECTIONS,(2) The Vice-Chancellor shall be the principal executive and academic officer of the Universityand shall exercise general supervision and control over the affairs of the University and give effect tothe decisions of all the authorities of the University.,8
SECTIONS,"(3) The Vice-Chancellor may, if he is of the opinion that immediate action is necessary on anymatter, exercise any power conferred on any authority of the University by or under this Act and shallapprise such authority at its next meeting the action taken by him on such matter:Provided that if the authority concerned is of the opinion that such action ought not to have beentaken, it may refer the matter to the Central Government whose decision thereon shall be final:Provided further that any person in the service of the University who is aggrieved by the actiontaken by the Vice-Chancellor under this sub-section shall have the right to represent against suchaction to the Executive Council within three months from the date on which decision on such action iscommunicated to him and thereupon the Executive Council may confirm, modify or reverse the actiontaken by the Vice-Chancellor.",8
SECTIONS,"(4) Where the Vice-Chancellor is of the opinion that any decision taken by any authority of the Universityis beyond the powers of the authority conferred under the provisions of this Act or the Statutes or theOrdinances, or that any decision taken by the authority is not in the interest of the University, he mayask the authority concerned to review its decision within sixty days of such decision and if the authorityrefuses to review the decision either in whole or in part or no decision is taken by it within the saidperiod of sixty days, the matter shall be referred to the Central Government whose decision thereon shallbe final.",8
SECTIONS,(5) The Vice-Chancellor shall exercise such other powers and perform such other duties as may beprescribed by the Statutes or the Ordinances.,8
SECTIONS,"11. Deans of Schools. —Every Dean of School shall be appointed in such manner, and on suchterms and conditions of service, and shall exercise such powers and perform such duties, as may beprescribed by the Statutes.",8
SECTIONS,"12. Registrar. —(1) The Registrar shall be appointed in such manner, and on such terms andconditions of service, as may be prescribed by the Statutes.9 (2) The Registrar shall have the power to enter into agreements, sign documents and authenticaterecords on behalf of the University, and shall exercise such powers and perform such duties, as maybe prescribed by the Statutes.",9
SECTIONS,"13. Finance Officer .—The Finance Officer shall be appointed in such manner, and shall exercisesuch powers and perform such duties, as may be prescribed by the Statutes.",9
SECTIONS,"14. Controller of Examinations .—Controller of Examinations shall be appointed in such mannerand shall exercise such powers and perform such duties, as may be prescribed by the Statutes.",9
SECTIONS,"15. Librarian. —The Librarian shall be appointed in such manner and on such terms and conditionsof service, and shall exercise such powers and perform such duties, as may be prescribed by theStatutes.",9
SECTIONS,16. Other officers.— The manner of appointment and powers and duties of other officers of theUniversity shall be prescribed by the Statutes.,9
SECTIONS,"17. Authorities of University . The following shall be the authorities of the University, namely:—",9
SECTIONS,(a) the Court;,9
SECTIONS,(b) the Executive Council;,9
SECTIONS,(c) the Academic and Activity Council;,9
SECTIONS,(d) the Board of Sports Studies;,9
SECTIONS,(e) the Finance Committee;,9
SECTIONS,(f) such other authorities as may be declared by the Statutes to be the authorities of theUniversity.,9
SECTIONS,18. The Court .—(1) The constitution of the Court and the term of office of its members shall beprescribed by the Statutes.,9
SECTIONS,"(2) Subject to the provisions of this Act, the Court shall have the following powers andfunctions, namely:—",9
SECTIONS,"(a) to review, from time to time, the broad policies and programmes of the University, andto suggest measures for the improvement and development of the University;",9
SECTIONS,(b) to consider and pass resolutions on the annual report and the annual accounts of theUniversity and the audit report on such accounts;,9
SECTIONS,(c) to advise the Central Government in respect of any matter which may be referred to it foradvice; and,9
SECTIONS,(d) to perform such other functions as may be prescribed by the Statutes.,9
SECTIONS,19.Executive Council. —(1) The Executive Council shall be the principal executive body of theUniversity.,9
SECTIONS,"(2) The constitution of the Executive Council, the term of office of its members and its powers andfunctions shall be prescribed by the Statutes.",9
SECTIONS,"20. Academic and Activity Council .—(1) The Academic and Activity Council shall be the principalacademic body of the University and shall, subject to the provisions of this Act, the Statutes and theOrdinances, co-ordinate and exercise general supervision over the academic policies of the University.",9
SECTIONS,"(2) The constitution of the Academic and Activity Council, the term of office of its members andits powers and functions shall be prescribed by the Statutes:Provided that the Academic and Activity Council shall have sports persons who have achieveddistinction in Olympics or world championships.",9
SECTIONS,"21. Board of Sports Studies .—The constitution, powers and functions of the Board of SportsStudies shall be prescribed by the Statutes.",9
SECTIONS,"22. Finance Committee.— The constitution, powers and functions of the Finance Committee shallbe prescribed by the Statutes.10 23. Other authorities of University .—The constitution, powers and functions of other authorities,as may be declared by the Statutes to be the authorities of the University, shall be prescribed by theStatutes.",10
SECTIONS,"24. Power to make Statutes .—Subject to the provisions of this Act, the Statutes may provide forall or any of the following matters, namely:—",10
SECTIONS,"(a) the constitution, powers and functions of authorities and other bodies of the University, asmay be constituted from time to time;",10
SECTIONS,"(b) the appointment and continuance in office of the members of the said authorities and bodies,the filling up of vacancies of members, and all other matters relating to those authorities and otherbodies for which it may be necessary or desirable to provide;",10
SECTIONS,"(c) the appointment, powers and duties of the officers of the University and their emoluments;",10
SECTIONS,"(d) the appointment of teachers, academic staff and other employees of the University, theemoluments and conditions of service;",10
SECTIONS,(e) the appointment of teachers and academic staff working in any other University ororganisation for a specific period for undertaking a joint project;,10
SECTIONS,"(f) the conditions of service of employees including provisions for pension, insurance, providentfund, the manner of termination of service and disciplinary action;",10
SECTIONS,(g) the principles governing the seniority of service of the employees of the University;,10
SECTIONS,(h) the procedure for arbitration in cases of dispute between employees or students and theUniversity;,10
SECTIONS,(i) the procedure for appeal to the Executive Council by any employee or student against theaction of any officer or authority of the University;,10
SECTIONS,(j) the conferment of autonomous status on a College or an Institution or a Department;,10
SECTIONS,"(k) the establishment and abolition of Schools, Departments, Centres, Halls, Colleges,Institutions, Regional Centres and Study Centres;",10
SECTIONS,(l) the conferment of honorary degrees;,10
SECTIONS,"(m) the conferment and withdrawal of degrees, diplomas, certificates and other academicdistinctions;",10
SECTIONS,"(n) the management of Colleges, Institutions, Regional Centres and Study Centres establishedand maintained by the University;",10
SECTIONS,(o) the delegation of powers vested in the authorities or officers of the University;,10
SECTIONS,(p) the maintenance of discipline among the employees and students; and,10
SECTIONS,"(q) all other matters which by this Act are to be, or may be, provided for by the Statutes.",10
SECTIONS,"25. Statutes, how to be made. —(1) The first Statutes are those set out in the Schedule to this Act.",10
SECTIONS,"(2) The Executive Council may, from time to time, make new or additional Statutes or may amendor repeal any Statutes referred to in sub-section ( 1):Provided that the Executive Council shall not make, amend or repeal any Statutes affecting thestatus, powers or constitution of any authority of the University until such authority has been given anopportunity of expressing an opinion in writing on proposed changes, and any opinion so expressedshall be considered by the Executive Council.",10
SECTIONS,"(3) Every new Statutes or Statutes amending or repealing existing Statutes shall require the approval ofthe Central Government and unless so approved, they shall be invalid.",10
SECTIONS,"(4) Notwithstanding anything contained in the foregoing sub-sections, the Central Government maymake new or additional Statutes or amend or repeal the Statutes referred to in sub-section ( 1), during theperiod of three years immediately after the commencement of this Act:11 Provided that the Central Government may, on the expiry of the said period of three years, make,within one year from the date of such expiry, such detailed Statutes as it may consider necessary and suchdetailed Statutes shall be laid before both Houses of Parliament.",11
SECTIONS,"(5) Notwithstanding anything contained in this section, the Central Government may direct theUniversity to make provisions in the Statutes in respect of any matter specified by it and if the ExecutiveCouncil is unable to implement such direction within sixty days of its receipt, the Central Governmentmay, after considering the reasons, if any, communicated by the Executive Council for its inability tocomply with such direction, make or amend the Statutes suitably.",11
SECTIONS,"26. Power to make Ordinance. —(1) Subject to the provisions of this Act and the Statutes, theOrdinances may provide for all or any of the following matters, namely:—",11
SECTIONS,(a) the admission of students to the University and their enrolment as such;,11
SECTIONS,"(b) the courses of study and their duration to be laid down for all degrees, diplomas andcertificates of the University;",11
SECTIONS,(c) the medium of instruction and examination;,11
SECTIONS,"(d) the award of degrees, diplomas, certificates and other academic distinctions, thequalifications for the same and the means to be taken relating to the granting and obtaining of thesame;",11
SECTIONS,"(e) the fees to be charged for courses of study in the University and for admission toexaminations, degrees and diplomas of the University;",11
SECTIONS,"(f) the conditions for award of fellowships, scholarships, studentships, medals and prizes;",11
SECTIONS,"(g) the conduct of examinations, including the term of office and manner of appointmentand the duties of examining bodies, examiners and moderators;",11
SECTIONS,(h) the conditions of residence of the students of the University;,11
SECTIONS,"(i) the special arrangements, if any, which may be made for the residence and teaching ofwomen students and the prescribing of special courses of studies for them;",11
SECTIONS,"(j) the establishment of Centres of Studies, Board of Studies, Specialised Laboratories andother Committees;",11
SECTIONS,"(k) the manner of co-operation and collaboration with other Universities, institutions andother agencies including learned bodies or associations;",11
SECTIONS,"(l) the creation, composition and functions of any other body which is considered necessaryfor improving the academic life of the University;",11
SECTIONS,"(m) the institution of fellowships, scholarships, studentships, medals and prizes;",11
SECTIONS,(n) the setting up of a machinery for redressal of grievances of employees and students; and,11
SECTIONS,"(o) any other matter which, by this Act or the Statutes, is to be or may be, provided for bythe Ordinances.",11
SECTIONS,(2) The first Ordinances shall be made by the Vice-Chancellor with previous approval of theExecutive Council and the Ordinances so made may also be amended or repealed at any time by theExecutive Council in the manner prescribed by the Statutes.,11
SECTIONS,"27. Regulations .—The authorities of the University may make Regulations, consistent with thisAct, the Statutes and the Ordinances, for the conduct of their own business and that of theCommittees, if any, appointed by them and not provided for by this Act, the Statutes or theOrdinances, in the manner prescribed by the Statutes.",11
SECTIONS,"28. Annual report. —(1) The annual report of the University shall be prepared under thedirections of Executive Council, which shall include, among other matters, the steps taken by theUniversity towards the fulfilment of its objects and shall be submitted to the Court on or before suchdate as may be prescribed by the Statutes and the Court shall consider the report in its annualmeeting.12 (2) The Court shall submit the annual report to the Central Government along with its comments,if any.",12
SECTIONS,"(3) The Central Government shall, as soon as may be, cause a copy of the annual report to be laidbefore both the Houses of Parliament.",12
SECTIONS,"29. Annual accounts. —(1) The annual accounts and balance-sheet of the University shall beprepared under the directions of the Executive Council and shall, once at least every year and atintervals of not more than fifteen months, be audited by the Comptroller and Auditor-General ofIndia or by such persons as he may authorise in this behalf.",12
SECTIONS,(2) A copy of the annual accounts together with the audit report thereon shall be submitted to theCourt and the Central Government along with the observations of the Executive Council.,12
SECTIONS,"(3) Any observations made by the Central Government on the annual accounts shall be brought tothe notice of the Court and the observations of the Court, if any, shall, after being considered by theExecutive Council, be submitted to the Central Government.",12
