,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
34,34,34,SECTIONS,"35. Repeal and savings.3THE NEW DELHI INTERNATIONAL ARBITRATION CENT RE ACT, 2019ACT NO. 17 OF 2019[26 thJuly, 2019.]An Act to provide for the establishment and incorpo ration of the New Delhi International Arbitration Cent re for the purpose of creating an independent and autonomous regime for institutionalised arbitration and for acquisiti on and transfer of the undertakings of the International Cent re for Alternative Dispute Re solution and to vest such undertakings in the New Delhi International Arbitra tion Cent re for the better management",2
35,35,35,SECTIONS,of arbitration so as to make it ahub forinstitutional arbitration and to declare the New Delhi International Arbitration Cen tre to be an institution of national importance and for matters connected therewith or incidental thereto.WHEREAS dispute resolution process has ahuge impact on theIndia neconomy and global perception on doing business in our country and it has become necessary to inspire confidence and credibility among the litigants of commercial dispu tes;AND WHEREAS rapidly changing economic activity demands expedit ious,2
36,36,36,SECTIONS,"settlement of dispute sand creation and establishment of institutional arb itration;AND WHEREAS the International Cent re for Alternative Dispute Resolution was set up in the year1995, under the aegis of the Central Government and registered under the Societies Registration Act,1860, with the objective of promoting alternative dispute resolution mechanism and providing facilities for the same;AND WHEREAS the International Cent re for Alternative Dispute Resolution has received land and substantial funding by way of grants and other be ne",2
37,37,37,SECTIONS,fits from the Central Government for constructing infrastructure and making other facilities;AND WHEREAS the International Cent re for Alternative Dispute Resolution has not been able to actively engage and embrace developments in the arb it ration ecosystem and to create areputation par excellence keeping pace with the dynamic nature of arbitration over more than two decades;AND WHEREAS studies conducted by the High Level Committee appo in ted by the Central Government indicate that the International Cent re for Alternative Dispute Resolution,2
38,38,38,SECTIONS,has failed to address the growing needs of the institutional arb itration and also to bear optimum caseload and to become better choice to the parties for arbitration ;AND WHEREAS it has become expedient to take over the undertaki ngs of the International Centrefor Alternative Dispute Resolution including its re gional offices without interfering with its activit iesand without adversely affecting its character as aSociety but to utilise its existing infrastructure and other facilities which have been set up by using thepublic funds,2
39,39,39,SECTIONS,provided by the Government and to incorporate arobust institution for domestic and international arbitration to be known as the NewDelhi International Arbitration Centre;AND WHEREAS it is considered necessary to declare the New Delhi International ArbitrationCentre as an institution of national importance for its overall development as amajor arbitration hubby promoting quick and efficient dispute resolution mechanism.BE it enacted by Parliament in the Seventieth Year of the Republic of India as follows:—CHAPTER I,2
40,40,40,SECTIONS,"1.. Short title and commencement.— (1)) This Act may be called the New Delhi Internationa lArbitration Cent re Act, 2019.(2)) It shall be deemed to have come into force on the 2nd March, 2019.4",3
41,41,41,SECTIONS,"2.. Definitions .— (1)) In this Act, unless the context otherwise require s,,—( a)) “Centre” means the New Delhi International Arbitration Cent re establis he dand incorporated under section 3;;(b)) “Chairperson” means the Chairperson of the Cent re referred to in clause ( a)) of section 5;;(c)) “Chief Executive Officer” means the Chief Executi veOfficer appointed under section 21;(d)) “Committee” means the relevant Committee of the Centre referred to in section 19;(e)) “Custodian” means the person who is appointed as Custodian under sub-section ( 2))",4
42,42,42,SECTIONS,"of section 11 in respect of the undertakings;(f)) “Fund” means the Fund of the Cent re to be maintai ne dunder section 25;(g)) “Member” means Full-time or Part-time Member of the Cent re and includes theChairperson;(h)) “notification” means anotification published in the Official Gazette;(i)) “prescribed” means prescribed by rules made by theCentral Government under this Act;(j)) “regulations” means regulations made by the Cent reunder this Act;(k)) “Society” means the International Cent re for Alte rnative Dispute Resolution, registered as such",4
43,43,43,SECTIONS,"under the Societies Registration Act, 1860 (21 of 1860), and having its registered office at New Delhi;(l)) “specified date” means the date as may be specifi edby the Central Government bynotification;(m)) “undertakings” means the undertakings of the Soci et ywhich vests with the Central Government under section 7..(2)) All other words and expressions used herein but not defined and defined in the Arbitration and Conciliation Act, 1996 (26 of 1996), shall have the same meanings as assigned to them in that Act.CHAPTER IIESTABLISHMENT AND INCORPORATION OF NEW DELHI INTERNATIONAL ARBITRATION CENT RE",4
44,44,44,SECTIONS,"3.. Establishment and incorporation of New Delhi Intern ational Arbitration Cent re . — (1))The Central Government shall, by notification, es ta blish abody to be called the New DelhiInternational Arbitration Cent re for the purposes ofexercising the powers and discharging the functions under this Act.(2)) The Cent re shall be abody corporate by the name aforesaid, having perpetual succession and acommon seal with power, subject to the provisions ofthis Act, to acquire, hold and dispose ofproperty, both movable and immovable, and to enter into contract, and shall, by the said name, sue or be sued.",4
45,45,45,SECTIONS,"4.. Declaration of New Delhi International Arbitrati on Cent re as an institution of nationalimportance. — (1)) Whereas, the objects of the New Delhi Inter nation alArbitration Cent re are such as to make it as an institution of national import ance, it is hereby declared that the New DelhiInternational Arbitration Cent re is an institution of national importance.(2)) The head office of the Cent re shall be at New Del hi and it may with the previous approval of the Central Government, establish branches at other places in India and abroad.",4
46,46,46,SECTIONS,"5.. Composition of Centre. — The Cent re shall consist of the following Members, namely:––(a)) aperson, who has been aJudge of the Supreme Cou rtor aJudge of aHigh Court or an eminent person, having special knowledge and ex peri ence in the conduct or administration ofarbitration, law or management, appointed by the Central Government in consultation with the Chief Justice of India––Chairperson;5((b)) two eminent persons having substantial knowledge and experience in institutionalarbitration, both domestic and international, appoi nted by the",4
47,47,47,SECTIONS,"Central Government––Full-timeMembers or Part-time Members;(c)) one representative of arecognised body of commer ceand industry, chosen on rotational basis by the Central Government––Part-time Member;(d)) Secretary, Department of Legal Affairs, Ministry of Law and Justice or his representative,not below the rank of the Joint Secretary––Member, ex officio;(e)) one Financial Adviser nominated by the Department of Expenditure, Ministry of Finance––Member, ex officio; and(f)) Chief Executive Officer––Member, ex officio.",4
48,48,48,SECTIONS,"6.. Terms and conditions, etc., of Chairperson and Members. –– (1)) The Chairperson and Members shall hold office for aterm of three years from the date on which they enter upon their office and shall be eligible for re-appointment:Provided that no Chairperson or Member shall hold office as such after he has attained the age of seventy years in the case of Chairperson and sixty- seven years in the case of aMember.(2)) The terms and conditions, salaries and allowances payable to the Chairperson and Full-timeMember shall be such as may be",5
49,49,49,SECTIONS,prescribed.(3)) The term of office of aMember appointed to fill acasual vacancy shall be for the remainder of the term of the Member in whose place he has been appointed.(4)) The Part-time Member shall be entitled to such travelling and other allowances as may beprescribed.CHAPTER IIIACQUISITION AND TRANSFER OF UNDERTAKINGS OF SOCIETY,5
50,50,50,SECTIONS,"7.. Transfer and vesting .–– On and from the specified date, so much of the undertakings of the Society as form part of, or are relatable to the So ciety, and the right, title and interest of the So ciety in relation to such undertakings, shall, by virtue of this Act, stand transferred to, and vest in, the CentralGovernment.",5
51,51,51,SECTIONS,"8.. General effect of vesting. –– (1)) The undertakings vested under section 7shall be deemed to include all assets, rights, leaseholds, powers, aut horities and privileges, and all property (movable andimmovable), including lands, buildings, works, pro jects, instruments, automobiles and other vehicles,cash balances, funds, including reserve funds, inve stments and book debts of the Society as form partof, or are relatable to, the Society and all other rights and interest arising out of such properties as were immediately before the",5
52,52,52,SECTIONS,"commencement of the New Delhi International Arbitration CentreOrdinance, 2019 (Ord. 10 of 2019) in the ownership, possession, power or control of the Society, and all books of account, registers and all other doc um en ts of whatever nature relating thereto.(2)) All properties and assets as aforesaid which have vested in the Central Government under section 7shall, by force of such vesting, be freed and discharged from any trust, obligation, mort gag e,,charge, lien and all other encumbrances affecting them or of an yattachment, injunction,",5
53,53,53,SECTIONS,"decree or order of any court or other authority restricting the use of such properties or assets in any manner orappointing any receiver in respect of the whole or any part of such properties or assets shall be deemed to have been withdrawn.(3)) Any licence or other instrument granted to the So ciety in relation to any undertaking which has vested in the Central Government under section 7at any time before the specified date and in force immediately before the specified date, shall con tin ueto be in force on and after such day in accordance",5
54,54,54,SECTIONS,"with its tenor in relation to and for thepurpose of such undertaking or where the undertaking is directed under section 10, to vest inthe Centre, the Cent re shall be deemed to be substituted in such licence or other instrument as if such licence or other instrument had been grant ed6to the Cent re and the Cent re shall hold it for the remainder of the period which the Society would have held it under the terms thereof.(4)) If, on the specified date, any suit, appeal or other proceeding, of whatever nature, in relation to any property or asset",5
55,55,55,SECTIONS,"which has vested in the Cent ralGovernment under section 7,, instituted or preferred by or against the Society is pending, the same shall not abate, be discontinued or be, in an yway, prejudicially affected by reason of the transf er of the undertaking of the Society of anything contained in this Act, but the suit, appeal or othe rproceeding may be continued, prosecuted or enforced by or against the Central Government or where the undertakings of the Society are directed under section 10, to vest in the Centre, by or aga inst the Centre.",5
56,56,56,SECTIONS,"9.. Liability prior to specified date. –– Every liability in relation to any undertaking in respect of any period prior to the specified date, shall be en force able against the Society and not against the Central Government.",6
57,57,57,SECTIONS,"10. Power of Central Government to direct vesting ofundertaking in Centre. –– (1))Notwithstanding anything contained in sections 7an d8,, the Central Government shall, as soon as may be after the specified date, direct by notifica tion, that the undertakings and the right, title an dinterest of the Society in relation to such under ta kings which had vested in the Central Government under section 7,, shall, vest in the Cent re either onthe date of publication of the notification or on such earlier or later date as may be specified in the no",6
58,58,58,SECTIONS,"tification.(2)) Where the right, title and interest of the Societ yin relation to the undertakings vest, under sub-section ( 1)), in the Centre, the Cent re shall, on and from the date of such vesting, be deemed to have become the owner in relation to such undertakings andthe rights and liabilities of the Central Government in relation to such undertakings shall, on and from the date of such vesting, be deemed to have become, the rights and liabilities, respective ly, of the Centre.",6
59,59,59,SECTIONS,"11. Management, etc., of undertakings. –– (1)) The general superintendence, direction, control and management of affairs of the undertakings, the right, the interest in relation to which have vest edin the Central Government under section 7,, shall––(a)) where adirection has been made by the Central Go vernment under sub-section ( 1)) of section 10, vest in the Centre; or(b)) where no such direction has been made by the Cent ral Government, vest in the Custodian appointed by the Central Government under sub-secti on ( 2)),and, thereupon, the",6
60,60,60,SECTIONS,"Cent re or the Custodian so appo inted, as the case may be, shall be entitled to exercise all such powers and do all such things as the Society, is authorised to exercise and do in relation to its undertakings.(2)) The Central Government may appoint any person as the Custodian of the undertakings in relation to which no direction has been made by it under sub-section ( 1)) of section 10.(3)) The Custodian so appointed shall receive such rem uneration as the Central Government may fix and shall hold office during the pleasure of theCentral Government.",6
61,61,61,SECTIONS,"12. Duties of persons in charge of management of undertakings to deliver all assets. –– (1)) On the vesting of the management of the undertakings inthe Cent re or on the appointment of aCustodian under sub-section ( 2)) of section 11, all persons in charge of manage men tof the undertakings immediately before such vesting or appointment shal lbe bound to deliver to the Cent re or Custodian,as the case may be, all assets, books of account, registers and other documents in their custody relating to the undertakings.(2)) The Central Government may",6
62,62,62,SECTIONS,"issue such directions as it may deem desirable in the circumstances of the case to the Custodian as to thepowers and duties of the Custodian and such Custodian may also, if it is considered necessary soto do, apply to the Central Government at anytime for instructions as to the manner in which the management of the undertaking shall be conducted or in relation to any other matter arising in the cours eof such management.7((3)) Any person who on the specified date, has in his possession or under his control, any books,documents or other",6
63,63,63,SECTIONS,"papers relating to the undertaki ngs shall be liable to account for the said books,documents or other papers to the Central Government or the Custodian or the Centre, as the case maybe, and shall deliver them to the Central Govern men tor the Custodian or the Cent re or to such person or body of persons as the Central Government or the Cent re may specify in this behalf.(4)) The Central Government or the Cent re may take or cause to be taken, all necessary steps for securing possession of all undertakings which have vested in the Central",6
64,64,64,SECTIONS,"Government or the Centreunder this Act.(5)) The Society shall, within such period as the Cent ral Government may allow in this behalf,furnish to that Government acomplete inventory of all its properties and assets, as on the commencement of the New Delhi International Arbitra tion Cent re Ordinance, 2019 (Ord. 10 of 2019)pertaining to the undertaking and for this purpose, the Central Government or Custodian or the Centreshall afford to the Society, or body all reasonable facilities.",6
65,65,65,SECTIONS,"13. Certain powers of Central Government or Centre. –– The Central Government or the Custodian or the Cent re shall be entitled to receiv eup to the specified date, to the exclusion of all other persons, any money due to the Society in re la tion to its undertakings which have vested in the Central Government or Custodian or the Centre, as the case may be, and realised after the commencement of the New Delhi International Arbitra tion Cent re Ordinance, 2019 (Ord. 10 of2019.), notwithstanding that the realisation pert ai nsto aperiod prior to the commencement of the New Delhi International Arbitration Cent re Ordinanc e,, 2019 (Ord. 10 of 2019 ).",7
66,66,66,SECTIONS,"14. Objects of Centre. –– The objects of the Cent re shall be,––(a)) to bring targeted reforms to develop itself as aflagship institution for conducting international and domestic arbitration;(b)) to promote research and study, providing teaching and training, and organising conference sand seminars in arbitration, conciliation, mediatio nand other alternative dispute resolutionmatters;(c)) to provide facilities and administrative assist an cefor conciliation, mediation and arbitralproceedings;(d)) to maintain panels of accredited arbitrators,",7
67,67,67,SECTIONS,con cilia tors and mediators both at national and international level or specialists such as surveyor sand investigators;(e)) to collaborate with other national and internatio nal institutions and organisations for ensuring credibility of the Cent re as aspecialised institution in arbitration and conciliation;(f)) to set up facilities in India and abroad to promo tethe activities of the Centre;(g)) to lay down parameters for different modes of alt er native dispute resolution mechanisms being adopted by the Centre; and(h)) such other objectives as it may deem fit with the approval of the Central Government.,7
68,68,68,SECTIONS,"15. Functions of Centre. –– Without prejudice to the provisions contained in section 14, theCentre shall strive,––(a)) to facilitate for conducting international and do mes tic arbitration and conciliation in the most professional manner;(b)) to provide cost effective and timely services for the conduct of arbitration and conciliation at national and international level;(c)) to promote studies in the field of alternative dispute resolution and related matters, and to promote reforms in the system of settlement of dis putes;(d)) to undertake",7
69,69,69,SECTIONS,"teaching and to provide for diffusio nof knowledge of law and procedures on alternative dispute resolution and related matters and to award certificates and other academic or professional distinction;8((e)) to impart training in alternative dispute resolut ion and related matters to those who are handling arbitration, conciliation and mediation;(f)) to co-operate with other societies, institutions and organisations, national or international for promoting alternative dispute resolution; and(g)) to perform such other functions as may be entrust edto it by the Central Government for promoting alternative dispute resolution.",7
70,70,70,SECTIONS,"16. Vacancies, etc., not to invalidate proceedings of Centre. ––No act or proceedings of theCentre shall be invalid merely by reason of,––(a)) any vacancy or any defect in the constitution of the Centre; or(b)) any defect in the appointment of aperson acting as aMember of the Centre; or(c)) any irregularity in the procedure of the Cent re notaffecting the merits of the case.",8
71,71,71,SECTIONS,"17. Resignation of Members. ––The Chairperson or the Full-time Member or Part- time Membermay, by notice in writing, under his hand addressed to the Central Government, resign his office:Provided that the Chairperson or the Full-time Me mb er shall, unless he is permitted by the Central Government to relinquish his office sooner, continu eto hold office until the expiry of three months from the date of receipt of such notice or until aperson duly appointed as his successor enters upon his office or until the expiry of his term of offic e,, whichever is the earlier.",8
72,72,72,SECTIONS,"18. Removal of Members. –– (1)) The Central Government may, remove aMember from his office if he,––(a)) is an undischarged insolvent; or(b)) has engaged at any time (except Part-time Member) , during his term of office, in any paidemployment; or(c)) has been convicted of an of fence which, in the opinion of the Central Government, involves moral turpitude; or(d)) has acquired such financial or other interest as is likely to affect prejudicially his functions as aMember; or(e)) has so abused his position as to render his con ti nuance in office",8
73,73,73,SECTIONS,"prejudicial to the publicinterest; or(f)) has become physically or mentally incapable of acting as aMember.(2)) Notwithstanding anything contained in sub-section ( 1)), no Member shall be removed from his office on the grounds specified in clauses ( d)) and ( e)) of that sub-section unless the Supreme Court, on areference being made to it in this behalf by the Central Government, has, on an inquiry, held by it in accordance with such procedure as may be prescribed in this behalf by the Supreme Court, reported that the Member, ought on such ground or grounds to be removed.",8
74,74,74,SECTIONS,19. Committees of Centre. –– (1)) The Cent re may constitute such Committees as may be considered necessary to administer various aspects of its functions.(2)) The composition and functions of the Committees referred to in sub-section ( 1)) shall be such as may be prescribed.(3)) The Committee shall meet at such time and at such places and shall observe such rules of procedure in regard to the transaction of business at its meetings including the quorum as may be specified by the regulations.,8
75,75,75,SECTIONS,"20. Meetings of Centre. –– (1)) The Chairperson shall ordinarily preside at the meetings of theCentre:Provided that, in his absence, the Member chosen by the other Members present amongst themselves shall preside at the meetings.9((2)) It shall be the duty of the Chairperson to ensure that the decisions taken by the Cent re areimplemented.(3)) The Chairperson shall exercise such other powers and perform such other duties as areassigned to him under this Act.(4)) The Cent re shall meet at least four times ayear and follow such procedure in its",8
76,76,76,SECTIONS,"meetings including quorum at such meetings in such manner as may be specified by the regulations.(5)) All questions which come up before any meeting of the Cent re shall be––(a)) decided by amajority of votes by the Members pre sent and voting, and in the event of an equality of votes, the Chairperson or in his absenc e,, the person presiding, shall have acasting vote;(b)) dealt with as expeditiously as possible and the Centre shall dispose of the same within aperiod of sixty days from the date of receipt of theapplication:Provided that where",8
77,77,77,SECTIONS,"any such application could not be disposed of within the said period of sixty days, the Cent re shall record its reasons in writing for not disposing of the application within that period.(6)) The Chairperson may invite any expert, not be in gaMember, to attend the meetings of theCentre, but such invitee shall not be entitled to vote at the meeting.",8
78,78,78,SECTIONS,"21. Chief Executive Officer. –– ( 1)) There shall be aChief Executive Officer of the Centre who shall be responsible for day-to-day administration of the Cent re and for this purpose, he shall main ta in liaison with the Cent re and the Secretariat.(2)) The appointment, qualifications and the terms and conditions of services of the Chief Executive Officer shall be such as may be specified by the regulations.(3)) The Chief Executive Officer shall exercise such powe rs and discharge such functions as maybe specified by the regulations or as may be delega ted to him by the Centre.",9
79,79,79,SECTIONS,"22. Delegation of powers. –– The Cent re may, for the purpose of discharging of its powers,functions and duties, by general or special order inwriting, specify the powers and duties conferred or imposed upon the Cent re by or under this Act (excep tthe power to make regulation) which may also be exercised or performed by the Chief Executive Of ficer or any officer or officers of the Cent re and the conditions and restrictions, if any, subject to which the powers and duties may be exercised andperformed.",9
80,80,80,SECTIONS,"23. Secretariat. –– (1)) There shall be aSecretariat to the Cent re con sis ting of––(a)) Registrar, who shall supervise the activities of the Centre;(b)) Counsel, dealing with the matters relating to dom es tic and international arbitration; and(c)) such number of other officers and employees as ma ybe prescribed.(2)) The qualifications, experience, method of select ion and the functions of the Registrar, Counsel and other officers and employees shall be such as may be prescribed.CHAPTER IVFINANCE, ACCOUNTS AND AUDIT",9
81,81,81,SECTIONS,"24. Grants by Central Government. –– The Central Government may, after due appropria tionmade by Parliament by law in this behalf, pay to theCent re in each financial year such sums of money and in such manner as it may think fit for be in gutilised for the purposes of this Act.",9
82,82,82,SECTIONS,"25. Fund of Centre. –– (1)) The Cent re shall maintain aFund to which shall becredited,—(a)) all monies provided by the Central Government;(b)) all fees and other charges received during or in connection with the arbitration, conciliation,mediation or other proceedings;10(c)) all monies received by the Cent re for the facilit ies provided by it to the parties;(d)) all monies received by the Cent re in the form of donations, grants, contributions and income from other sources; and(e)) the amount received from the investment income.(2)) All monies",9
83,83,83,SECTIONS,credited to the Fund shall be deposit edin such banks or invested in such manner as may be decided by the Centre.(3)) The Fund shall be applied towards meeting the sal aries and other allowances of Members and the expenses of the Cent re including expenses incur red in the exercise of its powers and discharge ofits duties under this Act.,9
84,84,84,SECTIONS,"26. Accounts and audit. –– ( 1)) The Cent re shall maintain proper accounts and oth er relevant records and prepare an annual statement of accounts , including the balance sheet, in such form and manner as may be prescribed in consultation with theComptroller and Auditor-General of India.(2)) The accounts of the Cent re shall be audited by theComptroller and Auditor General of India and any expenditure incurred by him in connection wit hsuch audit shall be payable by the Cent re to the Comptroller and Auditor-General of India.(3)) The Comptroller",10
85,85,85,SECTIONS,"and Auditor-General of India and any person appointed by him in connection with the audit of the accounts of the Cent re shall have the same rights, privileges and authority in connection with such audit as the Comptroller and Auditor-General of India has in connection with the audit of the Government accounts, and, in par ti cular, shall have the right to demand the productio nof books, accounts, connected vouchers and other do cuments and papers and to inspect the offices of the Centre.(4)) The accounts of the Cent re as certified by the Co",10
86,86,86,SECTIONS,mptroller and Auditor-General of India or any other person appointed by him in this behalf togeth er with the audit report thereon shall be forwarded annually to the Central Government and the Central Government shall cause the same to be laid before each House of Parliament.,10
87,87,87,SECTIONS,"27. Assessment of assets and liabilities of under ta king. ––The assets and liabilities in relation to any undertaking under this Act shall be caused to beassessed by any agency authorised by the Comptroller and Auditor-General of India in such ma nner as may be specified by him and any payment on aclaim to be made in relation thereto shall be settled by him between the Society and the Central Government and shall be paid by the Society or the Central Government, as the case may be,in the manner as may be specified by the Comptrolle rand Auditor-General of India.CHAPTER VCHAMBER OF ARBITRATION AND ARBITRATION ACADEMY",10
88,88,88,SECTIONS,"28. Chamber of arbitration. –– ( 1)) The Cent re shall, establish aChamber of Arbitrat ion which shall empanel the Arbitrators and also scrutinise the applications for admission in the panel of re put edarbitrators to maintain apermanent panel of arbitr ators.(2)) The Chamber of Arbitration shall consist of ex per ienced arbitration practitioners of repute, at national and international level and persons having wide experience in the area of alternative dispute resolution and conciliation.(3)) The Cent re shall by regulations lay down the crit eria",10
89,89,89,SECTIONS,for admission to the panel of the cadre so as to maintain apool of reputed arbitrators having expertise in international commercial arbitration and arbitration other than international commercial arbitration.(4)) The Registrar to the Secretariat of the Cent re sh all act as the Member-Secretary to the Chamber of Arbitration.,10
90,90,90,SECTIONS,"29. Arbitration Academy. –– (1)) The Cent re may establish an Arbitration Academy––(a)) to train the arbitrators, particularly in the are aof international commercial arbitration to compete on par with the reputed international arb it ral institutions;11(b)) to conduct research in the area of alternative dispute resolution and allied areas; and (c)) togive suggestions for achieving the objectives of theAct.(2)) For the purposes of sub-section ( 1)), there may be constituted apermanent three membe rcommittee in order to suggest and to submit arep or tto the Cent re with respect to the amendments, ifany, necessary to the rules and regulations made under this Act.CHAPTER VI",10
91,91,91,SECTIONS,"30. Power to make rules. — ( 1)) The Central Government may, by notification, make rules to carry out the provisions of this Act.(2)) In particular, and without prejudice to the gene ralit yof the foregoing power, such rules may make provision for—(a)) the terms and conditions and the salaries and all owances payable to the Chairperson andFull-time Members under sub-section ( 2)) of section 6;;(b)) the travelling and other allowances payable to thePart-time Members under sub-section ( 4))of section 6;;(c)) the composition and functions of the",11
92,92,92,SECTIONS,"Committees referred to in sub-section ( 2)) of section19;(d)) the number of officers and employees of the Secre tariat of the Cent re under clause ( c)) ofsub-section ( 1)) of section 23;(e)) the qualifications, experience, method of select ion and the functions of the Registrar,Counsel and other officers and employees of the Cen tre under sub-section ( 2)) of section 23;(f)) annual statement of accounts, including the balan cesheet under sub-section ( 1)) of section26; and(g)) any other matter in respect of which provision is to be made or may be made under this Act.",11
93,93,93,SECTIONS,"31. Power to make regulations. — ( 1)) The Cent re may, with the previous approval of the Central Government, by notification, make regulatio nsconsistent with this Act and the rules made thereunder to provide for all matters for which pro vision is necessary or expedient for the purposes of giving effect to the purposes of this Act.(2)) In particular, and without prejudice to the gene ralit yof the foregoing power, such regulations may make provision for––(a)) the time and place and the rules of procedure to be observed in regard to the transaction",11
94,94,94,SECTIONS,"of business of the Committee at the meetings including the quorum under sub-section ( 3)) of section19;(b)) the time and place and rules of procedure in rega rdto the transaction of business of theCentre or any Committee including the quorum at the meeting under sub-section (4)) of section 20;(c)) the appointment, qualifications and the terms and conditions of service of the Chief Executive Officer under sub-section (2)) of section 21;(d)) the powers and functions of the Chief Executive Officer under sub-section (3)) of section 21;(e)) the",11
95,95,95,SECTIONS,"criteria for admission to the panel of repute darbitrators under sub-section (3)) of section28; and(f)) any other matter in respect of which provision, inthe opinion of the Centre, is necessary for the performance of its functions under this Act.",11
96,96,96,SECTIONS,"32. laying of rules and regulations. –– Every rule and regulation made under this Act shall belaid, as soon as may be after it is made, before eachHouse of Parliament, while it is in session, fora total period of thirty days which may be comprise din one session or in two or more successive12sessions, and if, before the expiry of the session immediately following the session or the successive sessions aforesaid, both Houses agree in making any modification in the rule or regulation or both Houses agree that the rule or re gulation should",11
97,97,97,SECTIONS,"not be made, the rule or regulation shall thereafter have effect only in suc hmodified form or be of no effect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that rul eor regulation.",11
98,98,98,SECTIONS,"33. Protection of action taken in good faith. –– No suit, prosecution or other legal proceedings shall lie against the Centre, the Chair person or Members or its employees and arbitrators for anything which is in good faith don eor intended to be done under this Act or the rules or regulations made thereunder.",12
99,99,99,SECTIONS,"34. Power to remove difficulty. –– (1)) If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order published in the Official Gazette, make suchprovisions, not inconsistent with the provisions of this Act, as may appear to it to be necessary for removing the difficulty:Provided that no such order shall be made under thi ssection after the expiry of aperiod of two years from the date of commencement of this Act.(2)) Every order made under this section shall be laid , as soon as may be after it is made, before each House of Parliament.",12
100,100,100,SECTIONS,"35. Repeal and savings. –– ( 1)) The New Delhi International Arbitration Cent re Or dinance,2019 (Ord. 10 of 2019) is hereby repealed.(2)) Notwithstanding such repeal, anything done or any action taken under the New DelhiInternational Arbitration Cent re Ordinance, 2019 (Ord. 10 of 2019), shall be deemed to have been done or taken under the provisions of this Act.",12
