,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
10,10,10,,"7.. Penalty for contravention of section 5..—Whoever contravenes the provisions of section 5shall be punishable with fine which may extend to ten thousand rupees or five times the amount of the face value of the specified bank notes involved in the contravention, whichever is higher.",3
11,11,11,,"8.. Of fences by companies. —(1)) Where aperson committing acontravention or default referred to in section 6or section 7is acompany, every person who, at the time the contravention or default wascommitted, was in charge of, and was responsible to, the company for the conduct of the business of thecompany, as well as the company, shall be deemed to be guilty of the contravention or default and shall be liable to be proceeded against and punished accordingly:Provided that nothing contained in this sub-section shall render any such person liable",3
12,12,12,,"to punishment if he proves that the contravention or default was committed without his knowledge or that he had exercised all due diligence to prevent the contravention or default.(2))Notwithstanding anything contained in sub-section ( 1)), where an of fence under this Act has been committed by acompany and it is proved that the same was committed with the consent or connivanceof, or is attributable to any neglect on the part of, any director, manager, secretary, or other officer or employee of the company, such director, manager, secretary, other",3
13,13,13,,"officer or employee shall also be deemed to be guilty of the of fence and shall be liable to be proceeded against and punished accordingly.Explanation. —For the purpose of this section,—(a)) “acompany” means any body corporate and includes afirm, atrust, aco-operative society and other association of individuals;(b)) “director”, in relation to afirm or trust, means apartner in the firm or abeneficiary in thetrust.",3
14,14,14,,"1.. Ins. by Notification No. S..O.. 4149(E)) dated 24th August 2018 (w..e..f.. 24-8--2018)49.. Special provisions relating to offences. —Notwithstanding anything contained in section 29of the Code of Criminal Procedure, 1973 (2of 1974), the court of aMagistrate of the First Class or the court of aMetropolitan Magistrate may impose afine, for contravention of the provisions of thisAct.",3
15,15,15,,"10. Protection of action taken in good faith. —No suit, prosecution or other legal proceeding shall lie against the Government, the Reserve Bank or any of their officers for anything done or intended to be done in good faith under this Act.",4
16,16,16,,"11. Power to make rules. —(1)) The Central Government may, by notification, make rules for carrying out the provisions of this Act.(2)) Every rule made under this Act shall be laid, as soon as may be after it is made, before each House of Parliament while it is in session for atotal period of thirty days which may be comprised in one session or in two or more successive sessions, and if, before the expiry of the session immediately following the session or the successive sessions aforesaid, both Houses agree in making any modification in the rule",4
17,17,17,,"or both Houses agree that the rule should not be made, the rule shall thereafter have effect only in such modified form or be of no effect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that rule.",4
18,18,18,,"12. Power to remove difficulties .—(1))If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order published in the Official Gazette, make such provision snot inconsistent with the provisions of this Act, as may appear to it to be necessary or expedient for removing the difficulty:Provided that no such order shall be made under this section after the expiry of aperiod of two years from the date of commencement of this Act.(2))Every order made under this section shall, as soon as may be after it is made, be laid before each House of Parliament.",4
19,19,19,,"13. Repeal and savings .—(1))The Specified Bank Notes (Cessation of Liabilities) Ordinance, 2016(Ord. 10 of 2016) is hereby repealed.(2)) Notwithstanding such repeal, anything done or any action taken under the said Ordinance shall be deemed to have been done or taken under the corresponding provisions of this Act.",4
